Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,Buildingage2,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Uppercase,,Buildingage,,#REF!
Balwyn North,h,1740000,10/09/2016,9.2,2,2,1,4332,85,2010,Moreland City Council,-37.7846,144.9785,6244,11,161.588181,8235.294118,350000,200000,158181.8182,BALWYN NORTH,,11,,
Balwyn North,h,2575000,10/09/2016,9.2,4,3,2,271,205,2010,Glen Eira City Council,-37.9252,145.0494,6795,11,4261.99262,5634.146341,288750,88846.15385,234090.9091,BALWYN NORTH,,11,,
Balwyn North,h,1388800,10/09/2016,9.2,2,1,2,198,96,2010,Moreland City Council,-37.7132,144.9488,2606,11,2459.59596,5072.916667,243500,40247.93388,126254.5455,BALWYN NORTH,,11,,
Balwyn North,h,1702000,10/12/2016,9.2,2,1,1,161,100,2010,Brimbank City Council,-37.7251,144.8621,1119,11,2360.248447,3800,190000,26206.89655,154727.2727,BALWYN NORTH,,11,,
Balwyn North,h,1800000,10/12/2016,9.2,4,2,2,314,231,2010,Glen Eira City Council,-37.9299,145.0598,10969,11,3980.89172,5411.255411,312500,89928.05755,163636.3636,BALWYN NORTH,,11,,
Balwyn North,h,2910000,10/12/2016,9.2,4,2,2,337,,2010,Glen Eira City Council,-37.9144,145.0582,10969,11,3528.189911, ,297250,85539.56835,264545.4545,BALWYN NORTH,,11,,
Balwyn North,h,1500000,12/06/2016,9.2,4,2,2,601,250,2010,Moonee Valley City Council,-37.7434,144.9256,9264,11,2678.868552,6440,402500,201250,136363.6364,BALWYN NORTH,,11,,
Balwyn North,h,2200000,12/06/2016,9.2,3,2,1,283,28,2010,Glen Eira City Council,-37.9142,145.08,10969,11,3409.893993,34464.28571,321666.6667,69424.46043,200000,BALWYN NORTH,,11,,
Balwyn North,h,1700000,13/08/2016,9.2,3,3,1,67,119,2010,Yarra City Council,-37.7946,144.9989,2954,11,12313.43284,6932.773109,275000,242647.0588,154545.4545,BALWYN NORTH,,11,,
Balwyn North,h,1750000,13/08/2016,9.2,3,2,1,216,145,2010,Maribyrnong City Council,-37.7865,144.8605,3589,11,3018.518519,4496.551724,217333.3333,60370.37037,159090.9091,BALWYN NORTH,,11,,
Balwyn North,h,1230000,14/05/2016,9.2,3,1,1,0,141,2010,Maribyrnong City Council,-37.7962,144.8851,7570,11, ,6049.64539,284333.3333,133281.25,111818.1818,BALWYN NORTH,,11,,
Balwyn North,h,2600000,14/05/2016,9.2,2,1,1,0,73,2010,Moonee Valley City Council,-37.7504,144.9138,9264,11, ,6643.835616,242500,60625,236363.6364,BALWYN NORTH,,11,,
Balwyn North,h,1950000,14/05/2016,9.2,2,1,1,118,113,2010,Moreland City Council,-37.7232,144.9154,2651,11,4025.423729,4203.539823,237500,41304.34783,177272.7273,BALWYN NORTH,,11,,
Balwyn North,h,1750000,15/10/2016,9.2,1,1,1,0,,2010,Port Phillip City Council,-37.8584,144.9994,4380,11, , ,300000,58823.52941,159090.9091,BALWYN NORTH,,11,,
Balwyn North,h,2000000,15/10/2016,9.2,3,2,2,277,143,2010,Monash City Council,-37.8796,145.1044,3582,11,3122.743682,6048.951049,288333.3333,63602.94118,181818.1818,BALWYN NORTH,,11,,
Balwyn North,h,1480000,15/10/2016,9.2,2,1,1,0,,2010,Moonee Valley City Council,-37.7731,144.9074,6567,11, , ,225000,76271.18644,134545.4545,BALWYN NORTH,,11,,
Balwyn North,h,1818000,15/10/2016,9.2,2,1,1,0,70,2010,Monash City Council,-37.9008,145.0859,3145,11, ,6000,210000,32307.69231,165272.7273,BALWYN NORTH,,11,,
Balwyn North,h,2525000,16/04/2016,9.2,2,1,1,83,85,2010,Darebin City Council,-37.7171,145.0019,21650,11,4578.313253,4470.588235,190000,33928.57143,229545.4545,BALWYN NORTH,,11,,
Balwyn North,h,3360000,16/04/2016,9.2,3,2,2,282,182,2010,Glen Eira City Council,-37.8953,145.0567,7822,11,4822.695035,7472.527473,453333.3333,119298.2456,305454.5455,BALWYN NORTH,,11,,
Balwyn North,h,1620000,16/07/2016,9.2,2,2,1,145,145,2010,Darebin City Council,-37.7053,145.0173,21650,11,3310.344828,3310.344828,240000,42857.14286,147272.7273,BALWYN NORTH,,11,,
Balwyn North,h,1903000,16/07/2016,9.2,4,2,2,578,35,2010,Moonee Valley City Council,-37.7614,144.8953,1543,11,2076.124567,34285.71429,300000,131868.1319,173000,BALWYN NORTH,,11,,
Balwyn North,h,1720000,18/03/2017,9.2,4,3,3,346,220,2010,Glen Eira City Council,-37.9294,145.041,6795,11,3815.028902,6000,330000,101538.4615,156363.6364,BALWYN NORTH,,11,,
Balwyn North,h,1675000,18/03/2017,9.2,2,1,1,0,,2010,Moreland City Council,-37.7738,144.9585,11918,11, , ,590000,226923.0769,152272.7273,BALWYN NORTH,,11,,
Balwyn North,t,1680000,18/03/2017,9.2,3,2,2,758,18,2010,Port Phillip City Council,-37.8768,144.9845,8989,11,1213.720317,51111.11111,306666.6667,119480.5195,152727.2727,BALWYN NORTH,,11,,
Balwyn North,h,4000000,18/06/2016,9.2,4,3,2,222,90,2010,Stonnington City Council,-37.878,145.0666,8801,11,6081.081081,15000,337500,120535.7143,363636.3636,BALWYN NORTH,,11,,
Balwyn North,h,2205000,19/11/2016,9.2,2,2,1,0,176,2010,Darebin City Council,-37.7546,144.9713,11204,11, ,4585.227273,403500,103461.5385,200454.5455,BALWYN NORTH,,11,,
Balwyn North,h,2100000,19/11/2016,9.2,4,3,5,591,268,2010,Moreland City Council,-37.7127,144.9489,2606,11,1472.081218,3246.268657,217500,71900.82645,190909.0909,BALWYN NORTH,,11,,
Balwyn North,h,685000,22/05/2016,9.2,3,2,1,331,201,2010,Brimbank City Council,-37.7325,144.8621,5629,11,2326.283988,3830.845771,256666.6667,60156.25,62272.72727,BALWYN NORTH,,11,,
Balwyn North,h,1335000,22/05/2016,9.2,3,2,2,194,176,2010,Hobsons Bay City Council,-37.8395,144.8787,5498,11,4639.175258,5113.636364,300000,107142.8571,121363.6364,BALWYN NORTH,,11,,
Balwyn North,h,1900000,22/08/2016,9.2,4,2,2,427,233,2010,Maribyrnong City Council,-37.8187,144.8771,6543,11,3629.976581,6652.360515,387500,221428.5714,172727.2727,BALWYN NORTH,,11,,
Balwyn North,u,735000,23/04/2016,9.2,3,2,2,331,112,2010,Glen Eira City Council,-37.8847,144.9992,4898,11,2416.918429,7142.857143,266666.6667,94117.64706,66818.18182,BALWYN NORTH,,11,,
Balwyn North,u,1040000,24/09/2016,9.2,2,2,1,3448,71,2010,Melbourne City Council,-37.7976,144.9285,5263,11,128.1902552,6225.352113,221000,105238.0952,94545.45455,BALWYN NORTH,,11,,
Balwyn North,h,1250000,25/02/2017,9.2,3,2,1,120,126,2010,Yarra City Council,-37.8243,145.0034,14949,11,10416.66667,9920.634921,416666.6667,480769.2308,113636.3636,BALWYN NORTH,,11,,
Balwyn North,h,1900000,25/02/2017,9.2,3,2,2,506,180,2010,Hobsons Bay City Council,-37.8658,144.8857,6380,11,2885.375494,8111.111111,486666.6667,182500,172727.2727,BALWYN NORTH,,11,,
Balwyn North,h,1875000,27/06/2016,9.2,4,4,4,670,375,2010,Moonee Valley City Council,-37.7637,144.8931,1543,11,5820.895522,10400,975000,428571.4286,170454.5455,BALWYN NORTH,,11,,
Balwyn North,h,1530000,27/06/2016,9.2,3,2,2,262,155,2010,Moreland City Council,-37.7519,144.9324,7082,11,3043.89313,5145.16129,265833.3333,135169.4915,139090.9091,BALWYN NORTH,,11,,
Balwyn North,h,1700000,27/06/2016,9.2,2,1,1,3957,81,2010,Melbourne City Council,-37.7974,144.9261,5263,11,130.1491029,6358.024691,257500,122619.0476,154545.4545,BALWYN NORTH,,11,,
Balwyn North,t,1238000,27/11/2016,9.2,4,2,2,578,35,2010,Moonee Valley City Council,-37.7614,144.8953,1543,11,1989.619377,32857.14286,287500,126373.6264,112545.4545,BALWYN NORTH,,11,,
Balwyn North,h,1320000,27/11/2016,9.2,1,1,1,6866,63,2010,Melbourne City Council,-37.8443,144.9437,8648,11,87.38712496,9523.809524,600000,157894.7368,120000,BALWYN NORTH,,11,,
Balwyn North,u,560000,27/11/2016,9.2,2,2,1,1485,69,2010,Darebin City Council,-37.7476,145.0026,14577,11,286.1952862,6159.42029,212500,48295.45455,50909.09091,BALWYN NORTH,,11,,
Balwyn North,h,1651000,27/11/2016,9.2,4,2,2,265,197,2010,Hobsons Bay City Council,-37.8656,144.9039,6380,11,6150.943396,8274.111675,407500,203750,150090.9091,BALWYN NORTH,,11,,
Balwyn North,h,1920000,27/11/2016,9.2,2,1,1,145,105,2010,Darebin City Council,-37.7295,144.9641,3445,11,4137.931034,5714.285714,300000,65217.3913,174545.4545,BALWYN NORTH,,11,,
Balwyn North,h,1560000,27/11/2016,9.2,3,2,2,173,120,2010,Darebin City Council,-37.7308,144.9832,3445,11,4132.947977,5958.333333,238333.3333,77717.3913,141818.1818,BALWYN NORTH,,11,,
Balwyn North,h,1038000,28/05/2016,9.2,1,1,1,2773,,2010,Yarra City Council,-37.802,144.9854,4553,11,158.6729174, ,440000,275000,94363.63636,BALWYN NORTH,,11,,
Balwyn North,h,1660000,28/05/2016,9.2,2,2,1,88,119,2010,Melbourne City Council,-37.8018,144.9429,6821,11,12556.81818,9285.714286,552500,480434.7826,150909.0909,BALWYN NORTH,,11,,
Balwyn North,h,1260000,28/05/2016,9.2,1,1,1,1826,,2010,Melbourne City Council,-37.8301,144.9697,8400,11,211.1171961, ,385500,321250,114545.4545,BALWYN NORTH,,11,,
Balwyn North,h,2150000,28/08/2016,9.2,3,2,2,0,,2010,Yarra City Council,-37.8093,144.9959,4019,11, , ,300000,360000,195454.5455,BALWYN NORTH,,11,,
Balwyn North,h,1770000,28/08/2016,9.2,2,1,1,1140,80,2010,Moreland City Council,-37.7634,144.9616,11918,11,439.4736842,6262.5,250500,96346.15385,160909.0909,BALWYN NORTH,,11,,
Balwyn North,u,691500,30/07/2016,9.2,2,1,2,0,92,2010,Moreland City Council,-37.7918,144.9824,6244,11, ,7336.956522,337500,192857.1429,62863.63636,BALWYN NORTH,,11,,
Balwyn North,h,1836000,30/07/2016,9.2,2,1,1,0,,2010,Melbourne City Council,-37.8226,144.9667,8400,11, , ,290000,483333.3333,166909.0909,BALWYN NORTH,,11,,
Camberwell,h,2650000,3/09/2016,7.8,2,1,2,162,,2010,Monash City Council,-37.871,145.0994,2894,11,4753.08642, ,385000,63114.7541,240909.0909,CAMBERWELL,,11,,
Camberwell,u,1017000,3/12/2016,7.8,1,1,1,0,58,2010,Moreland City Council,-37.7767,144.9676,11918,11, ,9103.448276,528000,101538.4615,92454.54545,CAMBERWELL,,11,,
Camberwell,u,729000,3/12/2016,7.8,1,1,0,0,41,2010,Melbourne City Council,-37.8122,144.9582,17496,11, ,8121.95122,333000,118928.5714,66272.72727,CAMBERWELL,,11,,
Camberwell,h,2600000,3/12/2016,7.8,3,2,1,277,168,2010,Moreland City Council,-37.7039,144.8986,1071,11,2454.873646,4047.619048,226666.6667,50000,236363.6364,CAMBERWELL,,11,,
Camberwell,h,1650000,3/12/2016,7.8,4,2,3,737,265,2010,Moreland City Council,-37.7088,144.8938,1071,11,1316.14654,3660.377358,242500,71323.52941,150000,CAMBERWELL,,11,,
Camberwell,h,2860000,4/03/2017,7.8,3,2,2,192,191,2010,Stonnington City Council,-37.8654,145.0297,4675,11,11718.75,11780.10471,750000,304054.0541,260000,CAMBERWELL,,11,,
Camberwell,h,950000,4/06/2016,7.8,2,1,2,1113,93,2010,Glen Eira City Council,-37.8892,145.0664,4442,11,522.9110512,6258.064516,291000,48099.17355,86363.63636,CAMBERWELL,,11,,
Camberwell,u,615000,4/06/2016,7.8,3,2,2,333,192,2010,Hobsons Bay City Council,-37.8334,144.8673,5498,11,2927.927928,5078.125,325000,116071.4286,55909.09091,CAMBERWELL,,11,,
Camberwell,h,1987000,4/06/2016,7.8,2,2,1,760,,2010,Yarra City Council,-37.825,144.9976,14949,11,907.8947368, ,345000,265384.6154,180636.3636,CAMBERWELL,,11,,
Camberwell,u,683000,4/06/2016,7.8,3,1,2,109,104,2010,Moreland City Council,-37.7609,144.9416,7082,11,6146.788991,6442.307692,223333.3333,113559.322,62090.90909,CAMBERWELL,,11,,
Camberwell,h,1690000,4/06/2016,7.8,3,1,2,0,100,2010,Yarra City Council,-37.8221,144.9988,14949,11, ,10520,350666.6667,404615.3846,153636.3636,CAMBERWELL,,11,,
Camberwell,u,430000,4/06/2016,7.8,2,2,1,0,130,2010,Melbourne City Council,-37.8094,144.9452,2230,11, ,7792.307692,506500,533157.8947,39090.90909,CAMBERWELL,,11,,
Camberwell,u,717000,4/06/2016,7.8,2,1,1,0,51,2010,Moonee Valley City Council,-37.7847,144.9383,1052,11, ,7058.823529,180000,67924.5283,65181.81818,CAMBERWELL,,11,,
Camberwell,h,2600000,7/05/2016,7.8,5,3,2,557,364,2010,Moonee Valley City Council,-37.76181,144.89327,1543,11,5215.439856,7980.769231,581000,387333.3333,236363.6364,CAMBERWELL,,11,,
Camberwell,h,2325000,7/05/2016,7.8,3,2,2,244,129,2010,Brimbank City Council,-37.82017,144.84904,962,11,2717.213115,5139.534884,221000,103593.75,211363.6364,CAMBERWELL,,11,,
Camberwell,u,435000,7/11/2016,7.8,4,2,2,528,210,2010,Brimbank City Council,-37.78774,144.76019,2276,11,1155.30303,2904.761905,152500,41496.59864,39545.45455,CAMBERWELL,,11,,
Camberwell,h,2000000,12/06/2016,7.8,3,2,2,195,142,2010,Manningham City Council,-37.79979,145.15665,10999,11,4466.666667,6133.802817,290333.3333,60909.09091,181818.1818,CAMBERWELL,,11,,
Camberwell,h,1302000,12/06/2016,7.8,2,1,1,43,86,2010,Maribyrnong City Council,-37.78822,144.88361,7570,11,10581.39535,5290.697674,227500,89215.68627,118363.6364,CAMBERWELL,,11,,
Camberwell,h,1622000,12/11/2016,7.8,2,2,1,0,99,2010,Glen Eira City Council,-37.88776,145.03364,2379,11, ,6565.656566,325000,74712.64368,147454.5455,CAMBERWELL,,11,,
Camberwell,u,502000,12/11/2016,7.8,2,2,1,1472,81,2010,Melbourne City Council,-37.84096,144.93791,8648,11,451.7663043,8209.876543,332500,190000,45636.36364,CAMBERWELL,,11,,
Camberwell,u,435000,12/11/2016,7.8,3,2,2,160,140,2010,Darebin City Council,-37.71064,145.01067,21650,11,4015.625,4589.285714,214166.6667,53541.66667,39545.45455,CAMBERWELL,,11,,
Camberwell,h,620000,13/08/2016,7.8,1,1,1,63,51,2010,Melbourne City Council,-37.83014,144.96967,8400,11,6698.412698,8274.509804,422000,602857.1429,56363.63636,CAMBERWELL,,11,,
Camberwell,h,2000000,14/05/2016,7.8,3,1,2,242,124,2010,Moonee Valley City Council,-37.72893,144.88859,3464,11,3016.528926,5887.096774,243333.3333,70192.30769,181818.1818,CAMBERWELL,,11,,
Camberwell,u,591000,14/05/2016,7.8,3,2,2,1212,,2010,Yarra City Council,-37.82982,145.01038,438,11,907.5907591, ,366666.6667,458333.3333,53727.27273,CAMBERWELL,,11,,
Camberwell,h,2608000,15/10/2016,7.8,2,2,1,2135,90,2010,Melbourne City Council,-37.79561,144.93499,5263,11,341.9203747,8111.111111,365000,214705.8824,237090.9091,CAMBERWELL,,11,,
Camberwell,h,1780000,15/10/2016,7.8,3,2,2,343,130,2010,Whitehorse City Council,-37.82158,145.21129,6871,11,2332.361516,6153.846154,266666.6667,46511.62791,161818.1818,CAMBERWELL,,11,,
Camberwell,h,2250000,16/04/2016,7.8,2,2,1,208,127,2010,Moreland City Council,-37.71679,144.90901,2651,11,3798.076923,6220.472441,395000,70535.71429,204545.4545,CAMBERWELL,,11,,
Camberwell,h,895000,16/04/2016,7.8,2,1,1,0,103,2010,Darebin City Council,-37.75267,145.00362,8870,11, ,7339.805825,378000,108000,81363.63636,CAMBERWELL,,11,,
Camberwell,h,1800000,16/04/2016,7.8,3,2,2,188,185,2010,Port Phillip City Council,-37.87818,144.98532,8989,11,9574.468085,9729.72973,600000,250000,163636.3636,CAMBERWELL,,11,,
Camberwell,h,1400000,16/04/2016,7.8,3,2,1,187,125,2010,Knox City Council,-37.83909,145.26075,5030,11,3422.459893,5120,213333.3333,27586.2069,127272.7273,CAMBERWELL,,11,,
Camberwell,u,900000,17/09/2016,7.8,3,2,2,9838,152,2010,Bayside City Council,-37.93464,144.99601,5454,11,122.9924781,7960.526316,403333.3333,87681.15942,81818.18182,CAMBERWELL,,11,,
Camberwell,h,2700000,17/09/2016,7.8,1,1,1,1006,51,2010,Glen Eira City Council,-37.90164,145.04139,3578,11,451.2922465,8901.960784,454000,39824.5614,245454.5455,CAMBERWELL,,11,,
Camberwell,u,530000,17/09/2016,7.8,4,3,2,210,210,2010,Melbourne City Council,-37.83933,144.93771,8648,11,11666.66667,11666.66667,612500,700000,48181.81818,CAMBERWELL,,11,,
Camberwell,h,2228000,18/03/2017,7.8,3,2,1,219,138,2010,Knox City Council,-37.8798,145.2775,10788,11,3031.96347,4811.594203,221333.3333,26774.19355,202545.4545,CAMBERWELL,,11,,
Camberwell,t,930000,18/03/2017,7.8,4,2,2,294,194,2010,Whitehorse City Council,-37.85156,145.16923,4385,11,3214.285714,4871.134021,236250,61363.63636,84545.45455,CAMBERWELL,,11,,
Camberwell,h,1602500,18/03/2017,7.8,3,1,2,0,121,2010,Manningham City Council,-37.78738,145.16033,10999,11, ,6743.801653,272000,57062.93706,145681.8182,CAMBERWELL,,11,,
Camberwell,h,2177000,22/08/2016,7.8,2,1,1,144,73,2010,Moreland City Council,-37.70628,144.92379,8870,11,3020.833333,5958.90411,217500,38839.28571,197909.0909,CAMBERWELL,,11,,
Camberwell,h,3400000,25/02/2017,7.8,2,1,1,0,53,2010,Melbourne City Council,-37.79831,144.94261,6821,11, ,8773.584906,232500,258333.3333,309090.9091,CAMBERWELL,,11,,
Camberwell,u,820000,25/02/2017,7.8,2,1,1,103,111,2010,Moreland City Council,-37.72773,144.92628,7485,11,5631.067961,5225.225225,290000,68235.29412,74545.45455,CAMBERWELL,,11,,
Camberwell,h,2105000,25/02/2017,7.8,2,2,1,0,114,2010,Darebin City Council,-37.73012,145.02652,21650,11, ,5416.666667,308750,51458.33333,191363.6364,CAMBERWELL,,11,,
Camberwell,t,1625000,25/02/2017,7.8,2,1,1,145,,2010,Glen Eira City Council,-37.88866,145.06305,7822,11,4689.655172, ,340000,67326.73267,147727.2727,CAMBERWELL,,11,,
Camberwell,h,3300000,25/02/2017,7.8,4,2,2,721,283,2010,Bayside City Council,-37.9641,145.06547,9758,11,2413.31484,6148.409894,435000,97206.70391,300000,CAMBERWELL,,11,,
Camberwell,u,667000,27/06/2016,7.8,3,2,2,0,111,2010,Port Phillip City Council,-37.87472,144.98235,8989,11, ,9324.324324,345000,143750,60636.36364,CAMBERWELL,,11,,
Camberwell,h,2015000,27/11/2016,7.8,2,1,1,0,77,2010,Glen Eira City Council,-37.88937,145.04038,2403,11, ,5844.155844,225000,44554.45545,183181.8182,CAMBERWELL,,11,,
Camberwell,u,700000,27/11/2016,7.8,3,2,2,159,152,2010,Maribyrnong City Council,-37.78974,144.88143,3873,11,5018.867925,5250,266000,124687.5,63636.36364,CAMBERWELL,,11,,
Camberwell,h,3225000,27/11/2016,7.8,3,2,2,,141,2010,Manningham City Council,-37.79959,145.15811,10999,11, ,6524.822695,306666.6667,64335.66434,293181.8182,CAMBERWELL,,11,,
Camberwell,h,3320000,28/05/2016,7.8,5,3,2,,365,2010,Monash City Council,-37.8725,145.14482,13366,11, ,5315.068493,388000,136619.7183,301818.1818,CAMBERWELL,,11,,
Camberwell,h,2125000,28/05/2016,7.8,2,1,1,919,82,2010,Glen Eira City Council,-37.8981,145.03551,5051,11,859.6300326,9634.146341,395000,90804.5977,193181.8182,CAMBERWELL,,11,,
Camberwell,h,2030000,28/05/2016,7.8,3,1,1,167,110,2010,Maribyrnong City Council,-37.78817,144.87873,3873,11,4401.197605,6681.818182,245000,114843.75,184545.4545,CAMBERWELL,,11,,
Camberwell,h,2750000,28/05/2016,7.8,4,2,1,,140,2010,Moreland City Council,-37.71884,144.93892,7485,11, ,5321.428571,186250,87647.05882,250000,CAMBERWELL,,11,,
Camberwell,h,2000000,28/08/2016,7.8,4,3,2,123,0,2010,Melbourne City Council,-37.83349,144.9484,8648,11,19959.34959, ,613750,701428.5714,181818.1818,CAMBERWELL,,11,,
Camberwell,h,706000,28/08/2016,7.8,2,2,1,,89,2010,Hobsons Bay City Council,-37.86393,144.90484,6380,11, ,6994.382022,311250,91544.11765,64181.81818,CAMBERWELL,,11,,
Camberwell,h,2250000,28/08/2016,7.8,4,2,4,,313,2010,Brimbank City Council,-37.79358,144.76327,2276,11, ,2715.654952,212500,57823.12925,204545.4545,CAMBERWELL,,11,,
Camberwell,h,2740000,28/08/2016,7.8,4,3,1,205,168,2010,Moonee Valley City Council,-37.74588,144.927,9264,11,5780.487805,7053.571429,296250,158000,249090.9091,CAMBERWELL,,11,,
Canterbury,h,2950000,3/09/2016,9,3,1,1,,80,2010,Maribyrnong City Council,-37.79643,144.88878,7570,11, ,5750,153333.3333,90196.07843,268181.8182,CANTERBURY,,11,,
Canterbury,h,1587500,3/12/2016,9,3,2,1,,180,2010,Brimbank City Council,-37.73124,144.8724,5629,11, ,4833.333333,290000,74358.97436,144318.1818,CANTERBURY,,11,,
Canterbury,u,830000,4/06/2016,9,2,2,1,,72,2010,Darebin City Council,-37.74762,145.00261,14577,11, ,5798.611111,208750,49702.38095,75454.54545,CANTERBURY,,11,,
Canterbury,h,2375000,7/05/2016,9,4,3,2,,250,2010,Port Phillip City Council,-37.84352,144.94595,3280,11, ,10880,680000,906666.6667,215909.0909,CANTERBURY,,11,,
Canterbury,h,2900000,7/05/2016,9,4,2,2,,278,2010,Melbourne City Council,-37.80793,144.95265,2230,11, ,6205.035971,431250,556451.6129,263636.3636,CANTERBURY,,11,,
Canterbury,h,2200000,7/05/2016,9,2,2,1,,,2010,Moonee Valley City Council,-37.7786,144.91405,6567,11, , ,245000,113953.4884,200000,CANTERBURY,,11,,
Canterbury,h,2620000,7/11/2016,9,3,2,1,170,139,2010,Manningham City Council,-37.78267,145.14278,9028,11,4417.647059,5402.877698,250333.3333,60564.51613,238181.8182,CANTERBURY,,11,,
Canterbury,h,1305000,8/10/2016,9,2,1,2,,,2010,Maribyrnong City Council,-37.78484,144.87002,3873,11, , ,325000,101562.5,118636.3636,CANTERBURY,,11,,
Canterbury,h,928000,10/09/2016,9,5,2,2,,0,2010,Brimbank City Council,-37.79324,144.79389,6763,11, , ,144000,68571.42857,84363.63636,CANTERBURY,,11,,
Canterbury,h,2930000,10/12/2016,9,4,3,2,360,275,2010,Bayside City Council,-37.937,145.01169,5454,11,5555.555556,7272.727273,500000,144927.5362,266363.6364,CANTERBURY,,11,,
Canterbury,h,2950000,10/12/2016,9,3,2,2,,151,2010,Maribyrnong City Council,-37.78453,144.86937,3873,11, ,5417.218543,272666.6667,127812.5,268181.8182,CANTERBURY,,11,,
Canterbury,u,722000,12/11/2016,9,2,2,2,,,2010,Maribyrnong City Council,-37.78618,144.89562,4918,11, , ,499500,232325.5814,65636.36364,CANTERBURY,,11,,
Canterbury,h,2350000,15/10/2016,9,4,2,1,173,184,2010,Bayside City Council,-37.94723,145.02268,4497,11,6069.364162,5706.521739,262500,69078.94737,213636.3636,CANTERBURY,,11,,
Canterbury,h,1640000,15/10/2016,9,3,2,2,260,25,2010,Darebin City Council,-37.72699,144.98418,3445,11,3173.076923,33000,275000,123134.3284,149090.9091,CANTERBURY,,11,,
Canterbury,h,1680000,17/09/2016,9,4,2,2,,290,2010,Moreland City Council,-37.70091,144.90089,1071,11, ,3379.310345,245000,75968.99225,152727.2727,CANTERBURY,,11,,
Canterbury,h,3550000,18/03/2017,9,7,3,2,,472,2010,Brimbank City Council,-37.7775,144.76197,6388,11, ,2118.644068,142857.1429,67567.56757,322727.2727,CANTERBURY,,11,,
Canterbury,h,1385000,18/06/2016,9,3,2,2,310,168,2010,Brimbank City Council,-37.74804,144.87039,5629,11,3193.548387,5892.857143,330000,84615.38462,125909.0909,CANTERBURY,,11,,
Canterbury,h,3400000,19/11/2016,9,4,2,2,,230,2010,Glen Eira City Council,-37.92538,145.05124,10969,11, ,5586.956522,321250,93115.94203,309090.9091,CANTERBURY,,11,,
Canterbury,h,1850000,26/07/2016,9,2,2,2,,124,2010,Yarra City Council,-37.81673,144.99549,14949,11, ,10080.64516,625000,520833.3333,168181.8182,CANTERBURY,,11,,
Canterbury,h,1800000,27/11/2016,9,3,2,2,134,,2010,Maribyrnong City Council,-37.80782,144.86586,5058,11,5037.313433, ,225000,105468.75,163636.3636,CANTERBURY,,11,,
Canterbury,h,3145000,27/11/2016,9,4,2,2,420,351,2010,Bayside City Council,-37.89238,144.98907,10579,11,9095.238095,10883.19088,955000,363809.5238,285909.0909,CANTERBURY,,11,,
Glen Iris,h,1735000,3/09/2016,9.2,2,2,2,,124,2010,Yarra City Council,-37.81673,144.99549,14949,11, ,10080.64516,625000,520833.3333,157727.2727,GLEN IRIS,,11,,
Glen Iris,h,3400000,3/09/2016,9.2,3,2,2,,167,2010,Brimbank City Council,-37.7888,144.78904,6763,11, ,4610.778443,256666.6667,73333.33333,309090.9091,GLEN IRIS,,11,,
Glen Iris,h,3730000,3/09/2016,9.2,3,2,2,630,199,2010,Maroondah City Council,-37.8163,145.2785,1863,11,1511.111111,4783.919598,317333.3333,41391.30435,339090.9091,GLEN IRIS,,11,,
Glen Iris,h,1800000,3/12/2016,9.2,4,3,1,,206,2010,Hobsons Bay City Council,-37.8354,144.8654,5132,11, ,4563.106796,235000,100000,163636.3636,GLEN IRIS,,11,,
Glen Iris,h,1998000,3/12/2016,9.2,4,2,2,629,316,2010,Monash City Council,-37.9257,145.1943,7113,11,2186.009539,4351.265823,343750,73138.29787,181636.3636,GLEN IRIS,,11,,
Glen Iris,u,671000,4/03/2017,9.2,5,2,2,474,294,2010,Maribyrnong City Council,-37.7634,144.8859,4918,11,3639.240506,5867.346939,345000,401162.7907,61000,GLEN IRIS,,11,,
Glen Iris,h,1425000,4/03/2017,9.2,3,2,2,,138,2010,Darebin City Council,-37.7548,145.02,8870,11, ,6630.434783,305000,130714.2857,129545.4545,GLEN IRIS,,11,,
Glen Iris,h,1530000,4/06/2016,9.2,2,2,1,,103,2010,Moreland City Council,-37.71671,144.92018,2651,11, ,6067.961165,312500,55803.57143,139090.9091,GLEN IRIS,,11,,
Glen Iris,h,1900000,4/06/2016,9.2,3,2,2,407,154,2010,Moreland City Council,-37.72616,144.94449,7485,11,2727.272727,7207.792208,370000,130588.2353,172727.2727,GLEN IRIS,,11,,
Glen Iris,h,1360000,4/06/2016,9.2,3,2,2,306,206,2010,Moonee Valley City Council,-37.71344,144.89478,389,11,2614.379085,3883.495146,266666.6667,97560.97561,123636.3636,GLEN IRIS,,11,,
Glen Iris,h,2175000,4/06/2016,9.2,4,2,2,,225,2010,Brimbank City Council,-37.79128,144.75792,2276,11, ,2493.333333,140250,38163.26531,197727.2727,GLEN IRIS,,11,,
Glen Iris,h,2325000,4/06/2016,9.2,2,1,2,202,1,2010,Moreland City Council,-37.70017,144.92648,8870,11,2623.762376,530000,265000,47321.42857,211363.6364,GLEN IRIS,,11,,
Glen Iris,h,2538000,6/08/2016,9.2,4,2,2,540,257,2010,Maroondah City Council,-37.77749,145.29973,11925,11,1962.962963,4124.513619,265000,46086.95652,230727.2727,GLEN IRIS,,11,,
