Suburb,Type,Price,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,,Pricelandratio,Landbuildingratio
Pascoe Vale,u,257500,12/08/2017,8.5,2,1,1,0,52,-37.8192,145.0385,51,,,220000,,5049.019608,,#DIV/0!,0
Port Melbourne,u,1480000,12/08/2017,3.5,3,1,1,0,75,-37.8153,145.021,51,,,210000,,29019.60784,,#DIV/0!,0
Prahran,h,2635000,12/08/2017,4.6,1,1,1,0,52,-37.8261,145.0269,51,,,445000,,51666.66667,,#DIV/0!,0
Prahran,h,1250000,12/08/2017,4.6,2,1,1,0,70,-37.813,145.0207,51,,,235000,,24509.80392,,#DIV/0!,0
Prahran,h,4200000,12/08/2017,4.6,2,1,1,0,85,-37.8157,145.0273,51,,,247500,,82352.94118,,#DIV/0!,0
Reservoir,u,325000,12/08/2017,12,3,2,2,848,97,-37.796,145.0324,51,,,266666.6667,,6372.54902,,383.254717,8.742268041
Reservoir,h,1200000,12/08/2017,12,2,1,1,0,90,-37.8071,145.0243,51,,,290000,,23529.41176,,#DIV/0!,0
Ringwood,h,800000,12/08/2017,19.9,1,1,1,0,51,-37.7997,145.0304,51,,,478000,,15686.27451,,#DIV/0!,0
Scoresby,h,870000,12/08/2017,22.2,3,1,1,0,112,-37.7978,145.0333,51,,,206666.6667,,17058.82353,,#DIV/0!,0
South Melbourne,h,3825000,12/08/2017,1.9,4,2,2,401,129,-37.8332,145.1105,51,,,277500,,75000,,9538.653367,3.108527132
South Yarra,u,1350000,12/08/2017,2.7,2,1,1,0,76,-37.8356,145.1029,51,,,320000,,26470.58824,,#DIV/0!,0
South Yarra,u,410000,12/08/2017,2.7,3,1,2,217,110,-37.8287,145.1014,51,,,293333.3333,,8039.215686,,1889.400922,1.972727273
St Kilda,u,701000,12/08/2017,5,3,2,2,808,159,-37.832,145.11,51,,,585000,,13745.09804,,867.5742574,5.081761006
St Kilda,h,1600000,12/08/2017,5,2,1,1,102,78,-37.8288,145.1048,51,,,305000,,31372.54902,,15686.27451,1.307692308
Strathmore,h,2000000,12/08/2017,8.2,5,2,2,612,292,-37.8345,145.1009,51,,,370000,,39215.68627,,3267.973856,2.095890411
Sunshine,h,700000,12/08/2017,10.5,1,1,1,951,76,-37.8261,145.0902,51,,,656000,,13725.4902,,736.0672976,12.51315789
Sunshine,h,615000,12/08/2017,10.5,3,1,1,217,101,-37.8275,145.1032,51,,,288333.3333,,12058.82353,,2834.101382,2.148514851
Templestowe,h,1750000,12/08/2017,15.5,2,1,1,0,69,-37.8318,145.0448,51,,,277500,,34313.72549,,#DIV/0!,0
Templestowe,h,1350000,12/08/2017,15.5,2,1,1,0,60,-37.8254,145.047,51,,,286500,,26470.58824,,#DIV/0!,0
Templestowe,h,2300000,12/08/2017,15.5,2,1,1,0,95,-37.8414,145.0505,51,,,367500,,45098.03922,,#DIV/0!,0
Templestowe Lower,h,1410000,12/08/2017,12.4,2,1,1,0,68,-37.8245,145.0527,51,,,222000,,27647.05882,,#DIV/0!,0
Toorak,u,1860000,12/08/2017,4.1,2,1,1,1153,69,-37.8227,145.0528,51,,,327625,,36470.58824,,1613.183001,16.71014493
Toorak,u,1350000,12/08/2017,4.1,1,1,0,917,44,-37.8338,145.0545,51,,,371000,,26470.58824,,1472.19193,20.84090909
West Footscray,h,1276000,12/08/2017,6.4,4,3,2,627,213,-37.7827,145.0945,51,,,431250,,25019.60784,,2035.087719,2.943661972
Yarraville,h,1142000,12/08/2017,6.3,2,1,1,157,97,-37.8499,145.0814,51,,,455000,,22392.15686,,7273.88535,1.618556701
Yarraville,h,780000,12/08/2017,6.3,1,1,0,479,30,-37.8292,145.0322,51,,,275000,,15294.11765,,1628.392484,15.96666667
Abbotsford,u,1001000,19/08/2017,3,2,1,2,0,64,-37.8254,145.0474,51,,,277500,,19627.45098,,#DIV/0!,0
Airport West,t,730000,19/08/2017,10.4,5,5,3,609,424,-37.8064,145.0451,51,,,760000,,14313.72549,,1198.686371,1.436320755
Albanvale,h,506000,19/08/2017,14,2,1,1,838,70,-37.7974,145.0526,51,,,295000,,9921.568627,,603.8186158,11.97142857
Albanvale,h,502000,19/08/2017,14,2,1,2,180,85,-37.8351,145.103,51,,,412500,,9843.137255,,2788.888889,2.117647059
Albert Park,h,2550000,19/08/2017,3,2,1,1,1011,72,-37.7972,145.05225,51,,,431000,,50000,,2522.255193,14.04166667
Alphington,h,341000,19/08/2017,5.7,1,1,1,0,47,-37.82694,145.03094,51,,,560000,,6686.27451,,#DIV/0!,0
Altona North,h,720000,19/08/2017,9.4,2,1,2,193,80,-37.83275,145.1055,51,,,370000,,14117.64706,,3730.569948,2.4125
Armadale,u,750000,19/08/2017,6.3,1,1,1,0,53,-37.82538,145.02546,51,,,375000,,14705.88235,,#DIV/0!,0
Armadale,h,1460000,19/08/2017,6.3,5,3,2,836,168,-37.78839,145.07076,51,,,640000,,28627.45098,,1746.411483,4.976190476
Bayswater,h,425000,19/08/2017,23.2,2,1,2,966,87,-37.82524,145.05568,51,,,401250,,8333.333333,,439.9585921,11.10344828
Bentleigh,h,1895000,19/08/2017,11.4,2,1,1,1324,72,-37.83012,145.04751,51,,,250000,,37156.86275,,1431.268882,18.38888889
Bentleigh,t,870000,19/08/2017,11.4,2,1,1,915,73,-37.81835,145.05895,51,,,307944,,17058.82353,,950.8196721,12.53424658
Bentleigh East,t,1225000,19/08/2017,13.8,3,2,4,656,210,-37.8079,145.09162,51,,,776666.6667,,24019.60784,,1867.378049,3.123809524
Bentleigh East,t,1230000,19/08/2017,13.8,2,1,1,200,62,-37.85743,145.0468,51,,,290000,,24117.64706,,6150,3.225806452
Bentleigh East,t,1280000,19/08/2017,13.8,2,1,1,1101,73,-37.85724,145.04681,51,,,259750,,25098.03922,,1162.579473,15.08219178
Bentleigh East,h,980000,19/08/2017,13.8,2,1,1,197,1,-37.85448,145.0485,51,,,477500,,19215.68627,,4974.619289,197
Bentleigh East,h,1595000,19/08/2017,13.8,4,2,2,813,276,-37.80437,145.01725,51,,,753750,,31274.5098,,1961.869619,2.945652174
Blackburn North,h,1300000,19/08/2017,13.4,2,1,1,145,72,-37.84197,145.09374,51,,,346250,,25490.19608,,8965.517241,2.013888889
Blackburn South,h,1000000,19/08/2017,13.4,6,3,2,794,283,-37.84317,145.05688,51,,,472500,,19607.84314,,1259.445844,2.80565371
Brighton,t,1200000,19/08/2017,10.5,2,1,1,2835,100,-37.81439,145.04237,51,,,477500,,23529.41176,,423.2804233,28.35
Brunswick West,h,1450000,19/08/2017,5.2,3,2,4,1021,135,-37.8528,145.0487,51,,,615000,,28431.37255,,1420.176298,7.562962963
Brunswick West,t,580000,19/08/2017,5.2,4,3,3,531,332,-37.8042,145.0572,51,,,846250,,11372.54902,,1092.278719,1.59939759
Brunswick West,u,461500,19/08/2017,5.2,4,2,2,961,210,-37.8012,145.09288,51,,,490000,,9049.019608,,480.2289282,4.576190476
Brunswick West,t,650000,19/08/2017,5.2,5,2,2,780,200,-37.84064,145.09714,51,,,310000,,12745.09804,,833.3333333,3.9
Bulleen,h,1240000,19/08/2017,10.8,2,1,1,0,74,-37.8788,144.9974,50, ,7027.027027,260000,70270.27027,24800,,#DIV/0!,0
Burwood East,h,1000000,19/08/2017,14.7,3,1,1,591,103,-37.7987,144.8196,50,795.2622673,4563.106796,156666.6667,34814.81481,20000,,1692.047377,5.737864078
Carlton North,h,1540000,19/08/2017,3.5,2,1,1,0,74,-37.854,145.041,50, ,7891.891892,292000,78918.91892,30800,,#DIV/0!,0
Caulfield North,h,1160000,19/08/2017,7.8,2,1,2,1004,65,-37.7926,144.9441,50,547.8635458,8462.384615,275027.5,239154.3478,23200,,1155.378486,15.44615385
Caulfield South,h,2450000,19/08/2017,8.7,1,1,1,0,49,-37.87223,144.98046,50, ,7346.938776,360000,72000,49000,,#DIV/0!,0
Cheltenham,u,681000,19/08/2017,17.9,4,2,2,752,162,-37.91212,145.1793,50,1538.56383,7141.975309,289250,69281.43713,13620,,905.5851064,4.641975309
Clayton,h,753000,19/08/2017,16.7,5,2,5,820,300,-37.83031,145.02973,50,,,1102000,,15060,,918.2926829,2.733333333
Clifton Hill,h,3900000,19/08/2017,3.6,5,2,2,999,274,-37.9135,145.0189,49,2842.842843,10364.9635,568000,265420.5607,79591.83673,,3903.903904,3.645985401
Coburg,h,1070000,19/08/2017,6.7,1,1,1,0,58,-37.7723,144.9094,49, ,6724.137931,390000,66101.69492,21836.73469,,#DIV/0!,0
Coburg,h,1500000,19/08/2017,6.7,2,1,2,0,93,-37.7598,144.9128,49, ,6516.129032,303000,75750,30612.2449,,#DIV/0!,0
Coburg,h,1085000,19/08/2017,6.7,4,2,4,673,170,-37.7647,145.1246,49,1731.054978,6852.941176,291250,84420.28986,22142.85714,,1612.18425,3.958823529
Coburg North,h,864000,19/08/2017,6.7,3,1,2,751,145,-37.6962,144.9376,49,1178.428762,6103.448276,295000,68076.92308,17632.65306,,1150.466045,5.179310345
Croydon,h,1152000,19/08/2017,23,2,1,1,1078,94,-37.95745,145.07219,49,557.5139147,6393.617021,300500,33575.41899,23510.20408,,1068.64564,11.46808511
Doncaster East,t,980000,19/08/2017,14.3,5,2,3,545,171,-37.7323,144.77861,49,954.1284404,3040.935673,104000,37142.85714,20000,,1798.165138,3.187134503
Doncaster East,t,920000,19/08/2017,14.3,1,1,1,887,45,-37.76878,144.89197,49,339.3461105,6688.888889,301000,70000,18775.5102,,1037.204059,19.71111111
Donvale,h,1200000,19/08/2017,16.1,2,1,1,876,62,-37.83766,144.98799,49,684.9315068,9677.419355,300000,222222.2222,24489.79592,,1369.863014,14.12903226
Elsternwick,u,566000,19/08/2017,7.2,3,2,1,853,28,-37.88984,145.18016,49,1536.928488,46821.42857,437000,78502.99401,11551.02041,,663.5404455,30.46428571
Elsternwick,h,2410000,19/08/2017,7.2,3,1,2,656,107,-37.93271,145.17792,49,1280.487805,7850.46729,280000,44680.85106,49183.67347,,3673.780488,6.130841121
Essendon,u,485000,19/08/2017,7.5,5,3,2,676,320,-37.81042,145.20852,49,1819.526627,3843.75,246000,71511.62791,9897.959184,,717.4556213,2.1125
Essendon,u,491000,19/08/2017,7.5,4,2,2,790,172,-37.8608,145.1842,49,1670.886076,7674.418605,330000,76744.18605,10020.40816,,621.5189873,4.593023256
Essendon,h,1600000,19/08/2017,7.5,4,2,3,668,138,-37.76291,145.11352,49,1541.916168,7463.768116,257500,83064.51613,32653.06122,,2395.209581,4.84057971
Essendon,h,2053000,19/08/2017,7.5,4,3,2,594,594,-37.9029,145.0118,48,3072.390572,3072.390572,456250,170560.7477,42770.83333,,3456.228956,1
Fairfield,h,1280000,19/08/2017,5.7,2,1,2,0,100,-37.8863,145.066,48, ,7720,386000,67719.29825,26666.66667,,#DIV/0!,0
Ferntree Gully,h,875000,19/08/2017,24.8,2,1,1,0,57,-37.7597,144.9655,48, ,7631.578947,217500,83653.84615,18229.16667,,#DIV/0!,0
Fitzroy,t,580000,19/08/2017,2.1,4,2,2,652,189,-37.7573,145.0994,48,1518.404908,5238.095238,247500,71739.13043,12083.33333,,889.5705521,3.44973545
Fitzroy,h,2478000,19/08/2017,2.1,5,3,2,700,220,-37.7658,145.124,48,1357.142857,4318.181818,190000,68840.57971,51625,,3540,3.181818182
Fitzroy North,h,1490000,19/08/2017,3.6,2,1,1,0,70,-37.8956,145.0613,48, ,8642.857143,302500,53070.17544,31041.66667,,#DIV/0!,0
Flemington,t,1017500,19/08/2017,3.4,2,1,1,887,76,-37.88349,144.98699,48,784.1037204,9151.315789,347750,96597.22222,21197.91667,,1147.125141,11.67105263
Footscray,h,942000,19/08/2017,5.1,3,2,2,714,164,-37.88809,145.19011,48,1785.714286,7774.390244,425000,76347.30539,19625,,1319.327731,4.353658537
Forest Hill,h,976000,19/08/2017,15.4,4,2,3,682,166,-37.84454,145.18881,48,1847.507331,7590.361446,315000,73255.81395,20333.33333,,1431.085044,4.108433735
Glen Waverley,h,1285000,19/08/2017,16.7,5,2,3,708,152,-37.9158,145.1811,48,1483.050847,6907.894737,210000,62874.2515,26770.83333,,1814.971751,4.657894737
Glen Waverley,h,1292000,19/08/2017,16.7,3,1,1,821,106,-37.7153,144.9418,47,898.9037759,6962.264151,246000,74545.45455,27489.3617,,1573.690621,7.745283019
Glenroy,h,831000,19/08/2017,11.2,4,1,2,694,183,-37.718,144.9138,47,1232.4683,4673.95082,213833.25,74376.78261,17680.85106,,1197.40634,3.792349727
Glenroy,h,570000,19/08/2017,11.2,2,1,0,0,66,-37.8138,144.9548,47, ,5454.545455,180000,128571.4286,12127.65957,,#DIV/0!,0
Glenroy,t,587000,19/08/2017,11.2,1,1,1,0,46,-37.8568,145.0004,47, ,9826.086957,452000,88627.45098,12489.3617,,#DIV/0!,0
Gowanbrae,h,931000,19/08/2017,12.9,2,1,1,0,78,-37.8536,144.8981,47, ,6961.538462,271500,67875,19808.51064,,#DIV/0!,0
Heathmont,h,1825000,19/08/2017,21.3,3,1,2,613,105,-37.80046,144.82676,47,898.858075,5247.619048,183666.6667,52476.19048,38829.78723,,2977.161501,5.838095238
Keilor East,h,1295000,19/08/2017,11.7,4,2,2,568,210,-37.73027,144.81655,47,1073.943662,2904.761905,152500,43571.42857,27553.19149,,2279.929577,2.704761905
Keilor East,h,1250000,19/08/2017,11.7,3,2,1,654,164,-37.80953,145.20869,47,1636.085627,6524.390244,356666.6667,62209.30233,26595.74468,,1911.314985,3.987804878
Keilor East,h,986000,19/08/2017,11.7,5,4,1,981,278,-37.78983,145.1262,47,2293.577982,8093.52518,450000,181451.6129,20978.7234,,1005.09684,3.528776978
Keilor East,h,620000,19/08/2017,11.7,4,2,2,667,201,-37.7835,145.0883,47,,,418750,,13191.48936,,929.5352324,3.31840796
Kensington,t,841000,19/08/2017,3.4,4,2,5,635,201,-37.7693,144.8351,46,1157.480315,3656.716418,183750,55263.15789,18282.6087,,1324.409449,3.15920398
Kilsyth,h,710000,19/08/2017,26,2,1,1,67,68,-37.7887,145.1436,46,6746.268657,6647.058824,226000,32517.98561,15434.78261,,10597.01493,0.985294118
Kilsyth,h,780000,19/08/2017,26,2,1,1,0,61,-37.7643,144.9638,46, ,7295.081967,222500,85576.92308,16956.52174,,#DIV/0!,0
Laverton,h,590000,19/08/2017,15.5,3,2,1,277,109,-37.8936,145.0709,46,3519.855596,8944.954128,325000,80578.5124,12826.08696,,2129.963899,2.541284404
Malvern East,h,1375000,19/08/2017,8.4,2,1,2,275,94,-37.8936,145.0725,46,2472.727273,7234.042553,340000,56198.34711,29891.30435,,5000,2.925531915
Malvern East,u,735000,19/08/2017,8.4,1,1,1,612,48,-37.7603,145.0165,46,542.4836601,6916.666667,332000,51076.92308,15978.26087,,1200.980392,12.75
Malvern East,h,2030000,19/08/2017,8.4,3,1,1,579,113,-37.7226,144.8733,46,1183.074266,6061.946903,228333.3333,50740.74074,44130.43478,,3506.044905,5.123893805
Maribyrnong,h,1500000,19/08/2017,4.3,3,1,6,807,133,-37.704,144.9864,46,890.3345725,5402.255639,239500,64151.78571,32608.69565,,1858.736059,6.067669173
Middle Park,h,3500000,19/08/2017,3,3,1,2,327,120,-37.7709,145.1104,46,1987.767584,5416.666667,216666.6667,47101.44928,76086.95652,,10703.36391,2.725
Mount Waverley,h,1940000,19/08/2017,14.2,2,1,1,0,89,-37.7467,144.8906,46, ,5134.831461,228500,40803.57143,42173.91304,,#DIV/0!,0
North Melbourne,t,1220000,19/08/2017,1.8,2,1,1,0,62,-37.7733,144.9219,46, ,7129.032258,221000,74915.25424,26521.73913,,#DIV/0!,0
Northcote,u,754000,19/08/2017,5.3,2,1,1,174,80,-37.8978,145.062,46,3735.632184,8125,325000,57017.54386,16391.30435,,4333.333333,2.175
Northcote,h,1180000,19/08/2017,5.3,2,1,1,170,83,-37.8689,145.0504,46,4161.764706,8524.096386,353750,63169.64286,25652.17391,,6941.176471,2.048192771
Notting Hill,h,1001000,19/08/2017,16.7,3,1,2,538,111,-37.7704,144.8384,46,1301.115242,6306.306306,233333.3333,52631.57895,21760.86957,,1860.594796,4.846846847
Nunawading,t,860000,19/08/2017,15.4,3,1,1,465,105,-37.7549,145.1185,46,1559.139785,6904.761905,241666.6667,52536.23188,18695.65217,,1849.462366,4.428571429
Nunawading,h,1218000,19/08/2017,15.4,2,1,1,0,76,-37.7902,144.97,46, ,7500,285000,178125,26478.26087,,#DIV/0!,0
Oak Park,h,850000,19/08/2017,11.2,2,1,1,500,69,-37.747,144.9515,46,944,6840.57971,236000,60512.82051,18478.26087,,1700,7.246376812
Ormond,u,345000,19/08/2017,11.4,2,1,1,126,83,-37.8315,144.8693,46,4015.873016,6096.385542,253000,55604.3956,7500,,2738.095238,1.518072289
Pascoe Vale,h,980000,19/08/2017,8.5,2,1,1,612,100,-37.7187,144.8765,46,1102.941176,6750,337500,50000,21304.34783,,1601.30719,6.12
Pascoe Vale,t,585500,19/08/2017,8.5,4,2,2,848,246,-37.9234,145.0042,46,3113.207547,10731.70732,660000,235714.2857,12728.26087,,690.4481132,3.447154472
Port Melbourne,u,1020000,19/08/2017,3.5,3,2,1,360,154,-37.8937,145.0779,46,2500,5844.155844,300000,69230.76923,22173.91304,,2833.333333,2.337662338
Prahran,h,1390000,19/08/2017,4.6,3,1,5,4679,170,-37.7093,145.0012,46,170.9767044,4705.882353,266666.6667,71428.57143,30217.3913,,297.0720239,27.52352941
Preston,h,961000,19/08/2017,8.4,2,1,1,139,74,-37.7315,144.9301,46,3489.208633,6554.054054,242500,48989.89899,20891.30435,,6913.669065,1.878378378
Reservoir,h,876000,19/08/2017,12,3,1,2,602,175,-37.7674,145.0988,46,1644.518272,5657.142857,330000,83898.30508,19043.47826,,1455.149502,3.44
Reservoir,h,971000,19/08/2017,12,3,1,1,836,106,-37.8003,144.8097,46,663.8755981,5235.849057,185000,41111.11111,21108.69565,,1161.483254,7.886792453
Reservoir,h,866000,19/08/2017,12,3,1,1,181,104,-37.8966,145.0737,46,4613.259669,8028.846154,278333.3333,69008.26446,18826.08696,,4784.530387,1.740384615
Reservoir,h,775500,19/08/2017,12,1,1,1,2347,43,-37.7852,144.8272,46,78.82403068,4302.325581,185000,13309.35252,16858.69565,,330.4218151,54.58139535
Reservoir,h,790000,19/08/2017,12,2,1,1,0,56,-37.7428,144.9086,46, ,7071.428571,198000,42127.65957,17173.91304,,#DIV/0!,0
Richmond,h,1975000,19/08/2017,2.4,2,1,1,228,87,-37.9355,145.0008,46,3925.438596,10287.35632,447500,65328.46715,42934.78261,,8662.280702,2.620689655
Richmond,u,580000,19/08/2017,2.4,2,1,1,0,74,-37.9419,145.0019,46, ,7932.432432,293500,42846.71533,12608.69565,,#DIV/0!,0
Ringwood,h,720000,19/08/2017,19.9,3,1,6,1063,133,-37.7249,144.8728,46,841.9567262,6729.323308,298333.3333,66296.2963,15652.17391,,677.3283161,7.992481203
South Melbourne,h,1412000,19/08/2017,1.9,1,1,1,0,38,-37.8619,145.0185,46, ,7368.421053,280000,44444.44444,30695.65217,,#DIV/0!,0
Strathmore Heights,h,1000000,19/08/2017,8.2,2,1,1,100,88,-37.8945,145.0876,46,4000,4545.454545,200000,30769.23077,21739.13043,,10000,1.136363636
Sunshine North,h,502500,19/08/2017,10.5,4,2,2,693,212,-37.7743,145.0863,46,1587.301587,5188.679245,275000,93220.33898,10923.91304,,725.1082251,3.268867925
Sunshine West,h,650000,19/08/2017,10.5,1,1,1,1783,42,-37.7949,144.9007,46,158.1604038,6714.285714,282000,44062.5,14130.43478,,364.5541223,42.45238095
Taylors Lakes,h,600000,19/08/2017,15.5,3,2,2,585,146,-37.6977,144.9071,46,974.3589744,3904.109589,190000,43846.15385,13043.47826,,1025.641026,4.006849315
Templestowe,h,1700000,19/08/2017,15.5,2,1,1,129,115,-37.7668,145.0063,46,5968.992248,6695.652174,385000,140000,36956.52174,,13178.29457,1.12173913
Templestowe,h,1150000,19/08/2017,15.5,2,1,1,151,80,-37.7126,144.99,46,2251.655629,4250,170000,30357.14286,25000,,7615.89404,1.8875
Templestowe Lower,h,1280000,19/08/2017,12.4,2,1,1,0,71,-37.8066,144.8971,46, ,5000,177500,53787.87879,27826.08696,,#DIV/0!,0
Thornbury,u,351000,19/08/2017,7,3,1,1,696,132,-37.725,144.8586,46,1034.482759,5454.545455,240000,49655.17241,7630.434783,,504.3103448,5.272727273
Toorak,u,250000,19/08/2017,4.1,2,1,2,0,73,-37.7486,144.9072,46, ,7123.287671,260000,65000,5434.782609,,#DIV/0!,0
Toorak,u,1000000,19/08/2017,4.1,5,3,2,796,304,-37.7697,145.0871,46,1871.859296,4901.315789,298000,126271.1864,21739.13043,,1256.281407,2.618421053
Tullamarine,h,565500,19/08/2017,12.9,2,1,3,0,55,-37.7569,144.9256,46, ,6727.272727,185000,46250,12293.47826,,#DIV/0!,0
Vermont,h,1300000,19/08/2017,17.2,2,1,2,0,54,-37.7955,144.9492,46, ,10185.18519,275000,239130.4348,28260.86957,,#DIV/0!,0
Wantirna South,h,1235000,19/08/2017,14.7,4,2,2,806,170,-37.7939,145.1392,46,1821.33995,8635.294118,367000,105611.5108,26847.82609,,1532.258065,4.741176471
West Footscray,h,990000,19/08/2017,6.4,2,1,1,0,73,-37.7435,144.9563,46, ,7363.013699,268750,68910.25641,21521.73913,,#DIV/0!,0
Wheelers Hill,h,1250000,19/08/2017,16.7,4,2,3,628,146,-37.7256,144.8739,46,1433.121019,6164.383562,225000,66666.66667,27173.91304,,1990.44586,4.301369863
Wheelers Hill,h,1136000,19/08/2017,16.7,2,1,1,0,83,-37.7543,144.9066,46, ,7590.361446,315000,78750,24695.65217,,#DIV/0!,0
Williamstown,h,2550000,19/08/2017,6.8,1,1,1,0,45,-37.7955,144.9492,46, ,7111.111111,320000,139130.4348,55434.78261,,#DIV/0!,0
Windsor,u,420000,19/08/2017,4.6,4,2,4,759,198,-37.7951,144.8213,46,928.8537549,3560.606061,176250,52222.22222,9130.434783,,553.3596838,3.833333333
Abbotsford,h,1200000,26/08/2017,3,4,2,2,650,150,-37.7764,145.1216,46,1819.230769,7883.333333,295625,85688.4058,26086.95652,,1846.153846,4.333333333
Albert Park,h,2340000,26/08/2017,3,4,1,2,658,138,-37.7827,145.1358,46,2121.580547,10115.94203,349000,100431.6547,50869.56522,,3556.231003,4.768115942
Altona North,t,730000,26/08/2017,9.4,3,2,6,667,152,-37.7969,144.8086,46,922.0389805,4046.052632,205000,45555.55556,15869.56522,,1094.452774,4.388157895
Armadale,h,4060000,26/08/2017,6.3,3,1,4,597,114,-37.7392,144.8241,46,862.6465662,4517.54386,171666.6667,34333.33333,88260.86957,,6800.670017,5.236842105
Ascot Vale,h,1180000,26/08/2017,4.3,1,1,1,0,117,-37.8769,145.0471,46, ,2991.452991,350000,31250,25652.17391,,#DIV/0!,0
Balaclava,t,1250000,26/08/2017,6.4,2,1,1,724,72,-37.7564,145.0026,46,725.8287293,7298.611111,262750,80846.15385,27173.91304,,1726.519337,10.05555556
Bayswater,h,661000,26/08/2017,23.2,2,1,1,0,75,-37.8842,144.9829,46, ,8600,322500,83766.23377,14369.56522,,#DIV/0!,0
Beaumaris,h,2750000,26/08/2017,17.3,1,1,1,782,42,-37.8055,144.9809,46,537.084399,10000,420000,262500,59782.6087,,3516.624041,18.61904762
Bentleigh East,h,1800000,26/08/2017,13.8,2,1,1,2300,68,-37.7997,144.9472,46,243.4782609,8235.294118,280000,243478.2609,39130.43478,,782.6086957,33.82352941
Bentleigh East,h,1655000,26/08/2017,13.8,4,2,4,651,178,-37.7914,144.7918,46,1009.21659,3691.011236,164250,48666.66667,35978.26087,,2542.242704,3.657303371
Bentleigh East,t,1130000,26/08/2017,13.8,3,1,2,340,137,-37.9205,145.0007,46,4088.235294,10145.9854,463333.3333,124107.1429,24565.21739,,3323.529412,2.481751825
Bentleigh East,h,1370000,26/08/2017,13.8,1,1,1,0,40,-37.7925,144.9786,46, ,8962.5,358500,102428.5714,29782.6087,,#DIV/0!,0
Bentleigh East,h,1311000,26/08/2017,13.8,2,1,1,0,65,-37.7668,144.9765,46, ,8923.076923,290000,128888.8889,28500,,#DIV/0!,0
Blackburn,u,630100,26/08/2017,13.4,2,1,1,194,120,-37.8509,145.1119,46,3350.515464,5416.666667,325000,55555.55556,13697.82609,,3247.938144,1.616666667
Blackburn,h,1350000,26/08/2017,13.4,2,1,1,0,68,-37.7461,144.9058,46, ,5808.823529,197500,49375,29347.82609,,#DIV/0!,0
Blackburn South,h,905000,26/08/2017,13.4,2,1,1,120,76,-37.7715,145.0075,46,5541.666667,8750,332500,120909.0909,19673.91304,,7541.666667,1.578947368
Boronia,h,728000,26/08/2017,25,3,1,2,548,115,-37.8951,145.101,46,1885.036496,8982.608696,344333.3333,73785.71429,15826.08696,,1328.467153,4.765217391
Braybrook,h,1200000,26/08/2017,8.6,3,2,2,0,109,-37.9163,144.9901,46, ,11201.83486,407000,109017.8571,26086.95652,,#DIV/0!,0
Brighton,u,550000,26/08/2017,10.5,2,1,1,136,81,-37.7449,144.9754,46,4779.411765,8024.691358,325000,83333.33333,11956.52174,,4044.117647,1.679012346
Brighton,h,2830000,26/08/2017,10.5,1,1,0,0,48,-37.8508,144.984,46, ,7291.666667,350000,68627.45098,61521.73913,,#DIV/0!,0
Brighton,h,2260000,26/08/2017,10.5,3,1,1,534,120,-37.7886,144.821,46,1340.82397,5966.666667,238666.6667,53037.03704,49130.43478,,4232.209738,4.45
Brighton East,h,2060000,26/08/2017,10.3,2,1,1,0,77,-37.8088,144.8715,46, ,6103.896104,235000,57317.07317,44782.6087,,#DIV/0!,0
Brighton East,h,1650000,26/08/2017,10.3,2,1,1,0,68,-37.8128,144.8953,46, ,5838.235294,198500,56714.28571,35869.56522,,#DIV/0!,0
Brighton East,h,1380000,26/08/2017,10.3,4,2,4,765,141,-37.854,145.2565,46,921.5686275,5000,176250,30387.93103,30000,,1803.921569,5.425531915
Brunswick,h,1750000,26/08/2017,5.2,2,1,4,446,82,-37.81906,145.21253,46,1468.609865,7987.804878,327500,38081.39535,38043.47826,,3923.766816,5.43902439
Brunswick,h,1320000,26/08/2017,5.2,3,1,2,208,110,-37.8135,145.19972,46,3725.961538,7045.454545,258333.3333,45058.13953,28695.65217,,6346.153846,1.890909091
Brunswick,u,350000,26/08/2017,5.2,2,1,1,120,70,-37.75668,145.00929,46,6208.333333,10642.85714,372500,106428.5714,7608.695652,,2916.666667,1.714285714
Brunswick East,t,959000,26/08/2017,4,4,2,2,820,180,-37.87393,145.28858,46,951.2195122,4333.333333,195000,31200,20847.82609,,1169.512195,4.555555556
Brunswick East,t,935000,26/08/2017,4,4,1,3,730,153,-37.87377,145.28688,46,1072.60274,5117.647059,195750,31320,20326.08696,,1280.821918,4.77124183
Brunswick East,t,790000,26/08/2017,4,3,1,2,647,126,-37.72544,144.85259,46,1035.548686,5317.460317,223333.3333,64423.07692,17173.91304,,1221.020093,5.134920635
Brunswick West,h,2350000,26/08/2017,5.2,1,1,1,821,33,-37.90296,145.04637,46,341.047503,8484.848485,280000,24561.40351,51086.95652,,2862.362972,24.87878788
Burwood,h,1220000,26/08/2017,10.4,3,2,2,809,188,-37.75289,145.12826,46,1668.726823,7180.851064,450000,87096.77419,26521.73913,,1508.034611,4.303191489
Burwood,h,1535000,26/08/2017,10.4,2,1,1,713,60,-37.84301,145.02641,46,956.5217391,11366.66667,341000,166341.4634,33369.56522,,2152.875175,11.88333333
Burwood,h,1322500,26/08/2017,10.4,4,2,2,651,187,-37.84842,145.1816,46,1612.903226,5614.973262,262500,61046.51163,28750,,2031.490015,3.481283422
