Suburb,Type,Price,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance,Priceperage,Price/km
Reservoir,h,635000,56, ,6015.384615,195500,28333.33333,11339.28571,28
Reservoir,u,470000,56, ,8393.442623,256000,80000,8392.857143,80
Reservoir,h,860000,56,1307,5892.156863,200333.3333,53660.71429,15357.14286,54
Richmond,u,615000,56,1078,4975.409836,202333.3333,48174.60317,10982.14286,48
Richmond,u,314000,56, ,5310.344828,256666.6667,57037.03704,5607.142857,57
Richmond,h,1341000,56,4607,7962.962963,322500,49236.64122,23946.42857,49
Ringwood East,u,609000,56,2540, ,320000,57657.65766,10875,58
Sandringham,u,760000,56,1573,6176.470588,280000,60869.56522,13571.42857,61
Sandringham,h,2100000,56,407,7093.023256,305000,37654.32099,37500,38
Seddon,h,1315000,56,2256, ,370000,106474.8201,23482.14286,106
Seddon,h,830000,56,1944,7459.349593,305833.3333,104261.3636,14821.42857,104
Seddon,h,940000,56,1300,6373.239437,226250,80803.57143,16785.71429,81
South Melbourne,h,807500,56,1707,4460.784314,182000,93814.43299,14419.64286,94
South Yarra,u,1430000,56,5949, ,235000,67142.85714,25535.71429,67
South Yarra,h,2920000,56, ,7405.063291,292500,114705.8824,52142.85714,115
South Yarra,u,400000,56, ,6869.047619,192333.3333,50614.03509,7142.857143,51
Southbank,u,600000,56,1665,11291.66667,451666.6667,97482.01439,10714.28571,97
St Kilda,u,480000,56,7469, ,302500,51709.40171,8571.428571,52
Sunshine,h,1070000,56,1664,6470.588235,275000,79136.69065,19107.14286,79
Sunshine North,h,750000,56,224,5909.090909,260000,25000,13392.85714,25
Sunshine North,h,632000,56,1339,8477.477477,313666.6667,73515.625,11285.71429,74
Templestowe Lower,h,1225000,56,83,7873.563218,342500,152222.2222,21875,152
Templestowe Lower,h,1375000,56,1520,5700.636943,298333.3333,61724.13793,24553.57143,62
Thornbury,u,745000,56,1545, ,275000,70512.82051,13303.57143,71
Thornbury,h,1225000,56,2102,10708.66142,453333.3333,109677.4194,21875,110
Tullamarine,h,695000,56,1537,1537.037037,207500,98809.52381,12410.71429,99
West Footscray,u,597000,56,1360,5083.798883,227500,42723.00469,10660.71429,43
West Melbourne,u,660000,56, ,8593.75,550000,134146.3415,11785.71429,134
Williamstown,u,880000,56,1282,25000,250000,78947.36842,15714.28571,79
Williamstown North,h,862000,56,1792,11246.15385,487333.3333,87544.91018,15392.85714,88
Yarraville,u,709500,56,1276,7000,268333.3333,76666.66667,12669.64286,77
Aberfeldie,u,507000,56,1842,8266.666667,413333.3333,100000,9053.571429,100
Albert Park,h,2500000,56,1579, ,301666.6667,87019.23077,44642.85714,87
Albion,h,787000,56,1645,6496.296296,292333.3333,48994.41341,14053.57143,49
Alphington,h,2220000,56,1676,7500,300000,50279.32961,39642.85714,50
Altona,u,540000,56, ,6119.402985,205000,54666.66667,9642.857143,55
Armadale,h,2385000,56,1171,6865.079365,288333.3333,46010.6383,42589.28571,46
Ascot Vale,h,1500000,56,1946,11049.72376,666666.6667,140845.0704,26785.71429,141
Avondale Heights,h,945000,56,1237,6545.454545,240000,75789.47368,16875,76
Bayswater,h,930000,56,1722,8214.285714,383333.3333,78231.29252,16607.14286,78
Bayswater,h,700000,56,2508,5130.681818,150500,48031.91489,12500,48
Bayswater,t,860000,56,1956,10923.07692,473333.3333,139215.6863,15357.14286,139
Beaumaris,h,1470000,56,1313,7384.615385,192000,51063.82979,26250,51
Bentleigh,t,1200000,56,908,4230.769231,183333.3333,39285.71429,21428.57143,39
Bentleigh East,h,1460000,56,2496,12352.94118,560000,224000,26071.42857,224
Bentleigh East,t,935000,56,1569,6384.615385,276666.6667,88297.87234,16696.42857,88
Bentleigh East,h,1620000,56,1806,9415.584416,362500,142156.8627,28928.57143,142
Bentleigh East,h,1580000,56,854,10256.41026,400000,166666.6667,28214.28571,167
Black Rock,u,767000,56,396,7352.941176,250000,29761.90476,13696.42857,30
Blackburn,h,1695000,56,623,9560.97561,392000,46666.66667,30267.85714,47
Blackburn North,t,990000,56,3596,4923.076923,160000,26666.66667,17678.57143,27
Boronia,h,780000,56,1969,10923.07692,473333.3333,114516.129,13928.57143,115
Boronia,h,783000,56,2212,12478.63248,486666.6667,102097.9021,13982.14286,102
Brighton,h,1175000,56,1576, ,330000,80487.80488,20982.14286,80
Brighton,h,1935000,56, ,8906.25,285000,211111.1111,34553.57143,211
Brighton,u,897000,56,2155,7763.975155,312500,93283.58209,16017.85714,93
Brighton East,h,2000000,56,1936,6333.333333,304000,42816.90141,35714.28571,43
Brunswick,h,1435000,56, , ,340500,38044.69274,25625,38
Brunswick,h,1315000,56,1000,5555.555556,216666.6667,61904.7619,23482.14286,62
Brunswick,h,730000,56, ,8751.388889,315050,47022.38806,13035.71429,47
Brunswick,h,700000,56, , ,342500,95804.1958,12500,96
Brunswick,h,920000,56,3297,9479.166667,303333.3333,108333.3333,16428.57143,108
Brunswick,t,765000,56,1115,3967.391304,182500,31739.13043,13660.71429,32
Brunswick,h,1400000,56, ,6610.169492,260000,74285.71429,25000,74
Brunswick East,u,570000,56, ,6000,120000,47058.82353,10178.57143,47
Brunswick East,h,1105000,56,1566,6926.605505,251666.6667,62916.66667,19732.14286,63
Burwood,u,700000,56,4106,10782.31293,396250,127822.5806,12500,128
Burwood East,h,1032000,56, , ,295000,38478.26087,18428.57143,38
Cairnlea,h,821000,56,3405,5575.221239,210000,53846.15385,14660.71429,54
Carnegie,h,1570000,56,1850,5361.445783,222500,51744.18605,28035.71429,52
Carnegie,u,1275000,56,1877,9007.751938,387333.3333,187419.3548,22767.85714,187
Carnegie,h,1435000,56, ,7674.418605,330000,62264.15094,25625,62
Carnegie,u,620000,56, ,6722.689076,266666.6667,84210.52632,11071.42857,84
Caulfield,u,650000,56,2183, ,429333.3333,71955.30726,11607.14286,72
Caulfield North,u,350000,56,858,5868.421053,185833.3333,35967.74194,6250,36
Caulfield North,u,665000,56,2175,11136.36364,490000,103521.1268,11875,104
Chadstone,h,674000,56, ,7763.157895,295000,218518.5185,12035.71429,219
Cheltenham,t,745000,56,1040,7575.757576,250000,32327.58621,13303.57143,32
Cheltenham,h,1240000,56,1881, ,226250,107738.0952,22142.85714,108
Cheltenham,u,850000,56,1613,11111.11111,300000,120967.7419,15178.57143,121
Clayton,h,1300000,56,1690,7971.014493,366666.6667,65868.26347,23214.28571,66
Coburg,t,690000,56, ,5265.151515,231666.6667,49642.85714,12321.42857,50
Coburg,h,1600000,56,2098,12000,500000,120967.7419,28571.42857,121
Coburg North,h,690000,56,1180,2808.219178,164000,38497.65258,12321.42857,38
Collingwood,u,561000,56, ,4784.172662,221666.6667,55416.66667,10017.85714,55
Collingwood,h,1025000,56,2327,8287.804878,424750,137016.129,18303.57143,137
Doncaster,h,2600000,56,1368,6504.065041,266666.6667,44692.73743,46428.57143,45
Doncaster,h,1360000,56,1136,6866.197183,243750,66326.53061,24285.71429,66
Doncaster,h,1600000,56,1650,8016.528926,323333.3333,62987.01299,28571.42857,63
Doncaster East,h,1662000,56,1685,8952.879581,427500,123913.0435,29678.57143,124
Elsternwick,h,716000,56,1552,10144.92754,350000,81395.34884,12785.71429,81
Elsternwick,u,975000,56,2224,6428.571429,382500,107746.4789,17410.71429,108
Elwood,u,480000,56,1620,5326.086957,245000,73134.32836,8571.428571,73
Elwood,u,696750,56,1849,10800,450000,108870.9677,12441.96429,109
Elwood,u,420000,56,875,6090.09009,225333.3333,29391.30435,7500,29
Elwood,u,695500,56,1030,8126.126126,300666.6667,42347.41784,12419.64286,42
Essendon,h,1025000,56,1917,6355.932203,375000,81521.73913,18303.57143,82
Moonee Ponds,h,760000,55, ,474.6957079,247000,87176.47059,13818.18182,87
Mount Waverley,u,572000,55,1099, ,260000,56115.10791,10400,56
Mount Waverley,t,1011000,55, , ,245000,77777.77778,18381.81818,78
Niddrie,h,1337000,55, ,6932.432432,256500,21198.34711,24309.09091,21
North Melbourne,h,970000,55, ,7885.245902,240500,78852.45902,17636.36364,79
Northcote,h,1232000,55,937,4722.222222,226666.6667,50370.37037,22400,50
Oak Park,h,1138000,55,1765,4854.161458,232999.75,74559.92,20690.90909,75
Oakleigh East,h,1114000,55, ,8437.5,405000,64285.71429,20254.54545,64
Oakleigh East,u,740000,55,2118,9295.302013,461666.6667,96853.14685,13454.54545,97
Ormond,u,280000,55,932,7226.5625,231250,39870.68966,5090.909091,40
Ormond,u,485000,55,3793,8250,550000,358695.6522,8818.181818,359
Parkville,u,1770000,55,2241,5695.833333,341750,102014.9254,32181.81818,102
Preston,h,1400000,54,1279,4089.820359,227666.6667,61531.53153,25925.92593,62
Preston,h,830000,54,132,7755.102041,380000,62295.08197,15370.37037,62
Preston,h,881000,54, ,10457.14286,366000,79565.21739,16314.81481,80
Preston,u,660000,54,4700,13756.09756,940000,613043.4783,12222.22222,613
Preston,h,945000,54, ,8131.868132,370000,100000,17500,100
Preston,h,1210000,54,1278,5702.479339,230000,51111.11111,22407.40741,51
Preston,h,970000,54,4661,15512.82051,1008333.333,270089.2857,17962.96296,270
Preston,h,725000,54,2434, ,428333.3333,200781.25,13425.92593,201
Preston,h,972500,54,1198,3722.826087,171250,50740.74074,18009.25926,51
Preston,h,955000,54,374,6507.936508,205000,65079.36508,17685.18519,65
Princes Hill,h,1900000,54,6859, ,439000,63623.18841,35185.18519,64
Reservoir,h,1266000,54,492,5466.666667,205000,35964.91228,23444.44444,36
Reservoir,t,521000,54, ,10802.46914,385000,56617.64706,9648.148148,57
Reservoir,h,857700,54, , ,320000,128000,15883.33333,128
Reservoir,t,642500,54,1232,5692.771084,315000,64285.71429,11898.14815,64
Richmond,h,1301000,54,1816,7602.339181,260000,91549.29577,24092.59259,92
Richmond,u,575000,54,1462,9090.909091,600000,100558.6592,10648.14815,101
Ringwood East,h,910000,54,3846,3026.634383,312500,120192.3077,16851.85185,120
Sandringham,h,1710000,53, ,7500,337500,59210.52632,32264.15094,59
Sandringham,t,2221000,53,1345,5771.428571,336666.6667,73188.4058,41905.66038,73
Seabrook,h,515000,53,1024,3773.584906,150000,46153.84615,9716.981132,46
Seaholme,h,1360000,53, , ,260000,22807.01754,25660.37736,23
Seddon,h,1180000,53, , ,187500,58593.75,22264.15094,59
South Kingsville,h,790000,53, ,5344.827586,310000,38750,14905.66038,39
South Melbourne,u,530000,53,1109,4316.546763,200000,46153.84615,10000,46
South Yarra,u,800000,53,2362, ,370000,113265.3061,15094.33962,113
South Yarra,h,2210000,53, , ,202500,31153.84615,41698.11321,31
South Yarra,h,1400000,53, , ,270000,23684.21053,26415.09434,24
South Yarra,u,805000,53,2441,11197.60479,467500,267142.8571,15188.67925,267
South Yarra,u,2400000,53, , ,626666.6667,569696.9697,45283.01887,570
South Yarra,u,535000,53,283, ,350000,57377.04918,10094.33962,57
Southbank,u,422000,53, ,8322.368421,316250,74411.76471,7962.264151,74
Southbank,u,590000,53,7500,15631.57895,495000,645652.1739,11132.07547,646
Strathmore,h,790000,53, , ,278000,154444.4444,14905.66038,154
Taylors Lakes,h,695000,53,397,7384.615385,240000,66666.66667,13113.20755,67
Templestowe,h,1350000,53,1464,7184.04908,292750,70119.76048,25471.69811,70
Templestowe Lower,t,1010000,53,785, ,279500,159714.2857,19056.60377,160
Thornbury,u,493000,53,1816,9166.666667,343750,102611.9403,9301.886792,103
Thornbury,h,1626000,53,1372,5446.564885,237833.3333,67952.38095,30679.24528,68
Toorak,u,550000,53,1761,10694.44444,385000,80769.23077,10377.35849,81
Toorak,u,682000,53,1813,7518.248175,343333.3333,76865.67164,12867.92453,77
Vermont,t,975000,53,1515,6666.666667,333333.3333,70422.53521,18396.22642,70
Vermont,t,820000,53,994,4611.650485,158333.3333,33928.57143,15471.69811,34
Airport West,t,730000,52,2236,9140.625,365625,105215.8273,14038.46154,105
Albion,h,820000,52, ,46538.46154,302500,77564.10256,15769.23077,78
Altona,u,670000,52, ,7013.888889,252500,153030.303,12884.61538,153
Altona,t,765000,52, ,9513.513514,352000,111746.0317,14711.53846,112
Altona North,h,870000,52,2054,11790.44118,641400,299719.6262,16730.76923,300
Armadale,h,3200000,52, , ,665000,211111.1111,61538.46154,211
Ascot Vale,h,1750000,52, , ,286250,89453.125,33653.84615,89
Ascot Vale,h,1400000,52,862,6290,209666.6667,25160,26923.07692,25
Ashwood,h,1680000,52,1176,4200,262500,49295.77465,32307.69231,49
Bayswater North,h,616000,51,1885,12103.44828,585000,150000,12078.43137,150
Bentleigh,h,2700000,51, ,4320,216000,33750,52941.17647,34
Bentleigh,h,1116000,51,1488,4716.981132,250000,84745.76271,21882.35294,85
Bentleigh East,h,1316000,51,423, ,343000,89090.90909,25803.92157,89
Bentleigh East,h,1525000,51, ,10447.76119,350000,170731.7073,29901.96078,171
Bentleigh East,h,1330000,51,3615,4883.116883,188000,33571.42857,26078.43137,34
Black Rock,u,879000,51, ,7340.425532,345000,49285.71429,17235.29412,49
Blackburn North,h,1280000,51,1740,9803.921569,375000,127118.6441,25098.03922,127
Brighton East,h,2100000,51, , ,260000,22033.89831,41176.47059,22
Brunswick,u,510000,51, ,8378.378378,310000,93939.39394,10000,94
Brunswick,h,1925000,51,1793,4983.050847,196000,52972.97297,37745.09804,53
Brunswick,h,890000,51,348,52500,245000,116666.6667,17450.98039,117
Brunswick,h,1500000,51,1664,11045.45455,405000,87410.07194,29411.76471,87
Brunswick West,u,312000,51, ,4871.794872,126666.6667,27338.1295,6117.647059,27
Brunswick West,h,1010000,51,2193,7559.322034,446000,96258.99281,19803.92157,96
Brunswick West,u,763000,51,3847,9701.086957,446250,79687.5,14960.78431,80
Burnley,h,1100000,51,1694,7704.402516,306250,103813.5593,21568.62745,104
Burwood,t,918000,51,438,6326.086957,291000,45468.75,18000,45
Carnegie,h,1550000,51, , ,284500,76891.89189,30392.15686,77
Caulfield South,t,1237000,51, ,8313.333333,311750,188939.3939,24254.90196,189
Chadstone,h,740000,51, ,9088.888889,409000,123939.3939,14509.80392,124
Cheltenham,t,861000,51,911,5283.018868,280000,42105.26316,16882.35294,42
Cheltenham,u,535000,51,886, ,193666.6667,43037.03704,10490.19608,43
Clayton,h,1462000,51,3914,13644.85981,486666.6667,182500,28666.66667,183
Croydon North,h,820000,51, ,6250,275000,53921.56863,16078.43137,54
Doncaster,h,1120000,51, ,3040.935673,130000,63414.63415,21960.78431,63
Doncaster East,u,850000,51,838, ,302500,81756.75676,16666.66667,82
Doncaster East,h,1241000,51,7627, ,450000,80357.14286,24333.33333,80
Doncaster East,h,1125000,51,3212, ,330000,111864.4068,22058.82353,112
East Melbourne,h,1875000,51,2510,7467.661692,500333.3333,131666.6667,36764.70588,132
East Melbourne,t,1350000,51, ,7021.276596,330000,100000,26470.58824,100
Elsternwick,h,1460000,51, ,6153.846154,200000,65573.77049,28627.45098,66
Elsternwick,u,550000,51,924,3759.398496,166666.6667,37037.03704,10784.31373,37
Elwood,u,810000,51, ,6046.153846,196500,40102.04082,15882.35294,40
Elwood,u,550000,51, ,8033.898305,237000,71818.18182,10784.31373,72
Elwood,u,543000,51, ,7857.142857,330000,55932.20339,10647.05882,56
Elwood,t,1950000,51, ,8231.578947,260666.6667,92000,38235.29412,92
Essendon,u,580000,51, ,7936.507937,250000,64935.06494,11372.54902,65
Essendon,t,970000,51,1325,165000,165000,27272.72727,19019.60784,27
Essendon,h,1100000,51,1410,4425.287356,192500,60156.25,21568.62745,60
Essendon,h,1195000,51,1052,4750,190000,44531.25,23431.37255,45
Essendon,h,1155000,51, ,6486.486486,240000,42857.14286,22647.05882,43
Essendon North,t,800000,51, ,6111.111111,110000,47826.08696,15686.27451,48
Essendon North,h,685000,51,504, ,305000,100000,13431.37255,100
Ferntree Gully,h,1100000,51,878,878.1575037,197000,44436.09023,21568.62745,44
Fitzroy,h,1394000,51, ,9360.294118,318250,61201.92308,27333.33333,61
Fitzroy North,h,1270000,51,2422,4287.356322,186500,51448.27586,24901.96078,51
Footscray,u,240000,51,1430,6060.606061,400000,98360.65574,4705.882353,98
Footscray,u,310000,51,3460,16936.61972,601250,214732.1429,6078.431373,215
Glen Waverley,h,3056000,51,2449,7302.325581,523333.3333,168817.2043,59921.56863,169
Glen Waverley,h,2650000,51, , ,225000,281250,51960.78431,281
Glen Waverley,t,655000,51,2354,7541.666667,452500,130215.8273,12843.13725,130
Glen Waverley,h,1550000,51, ,8086.538462,210250,95568.18182,30392.15686,96
Glenroy,h,780000,51,1144,3507.462687,235000,55078.125,15294.11765,55
Glenroy,u,422000,51,1302,4839.506173,261333.3333,70000,8274.509804,70
Glenroy,h,780000,51, , ,290000,113725.4902,15294.11765,114
Gowanbrae,h,945000,51,6569,6785.714286,308750,52330.50847,18529.41176,52
Hampton,u,970000,51,4536,10047.84689,700000,187500,19019.60784,188
Hampton,h,2120000,51, ,6812.5,272500,52403.84615,41568.62745,52
Hampton,h,2100000,51, ,7636.363636,210000,100000,41176.47059,100
Highett,h,548000,51, , ,215000,93478.26087,10745.09804,93
Huntingdale,h,1145000,51,372, ,288000,21984.73282,22450.98039,22
Keilor Downs,h,550000,51,909,6621.359223,227333.3333,60892.85714,10784.31373,61
Kensington,u,730000,51, ,8333.333333,250000,200000,14313.72549,200
Kensington,u,392000,51, ,7441.860465,320000,54237.28814,7686.27451,54
Kensington,h,1150000,51,6369,8000,328000,57543.85965,22549.01961,58
Kensington,h,1415000,51, ,6484.375,207500,36403.50877,27745.09804,36
Kensington,u,370000,51,1636,7407.407407,350000,179487.1795,7254.901961,179
Maidstone,t,505500,51, ,5909.090909,195000,48750,9911.764706,49
Malvern East,h,2520000,51, ,7500,345000,78409.09091,49411.76471,78
Maribyrnong,u,301000,51,981,4252.777778,255166.6667,58884.61538,5901.960784,59
Melbourne,u,740000,51,4902, ,375000,54744.52555,14509.80392,55
Mitcham,h,1302000,51, , ,351000,171219.5122,25529.41176,171
Mitcham,t,800000,51,888,3571.428571,158333.3333,42410.71429,15686.27451,42
Moonee Ponds,h,1850000,51, ,8369.565217,192500,63114.7541,36274.5098,63
Moonee Ponds,u,222000,51,1683, ,283333.3333,67460.31746,4352.941176,67
Mount Waverley,h,1352000,51, ,7228.915663,300000,117647.0588,26509.80392,118
Mount Waverley,h,1530000,51,1039,5120.567376,240666.6667,49793.10345,30000,50
Mount Waverley,h,1728000,51, ,6842.105263,520000,82539.68254,33882.35294,83
Mulgrave,h,902000,51,1118,10588.23529,270000,81818.18182,17686.27451,82
Murrumbeena,t,900000,51, ,5692.307692,185000,62711.86441,17647.05882,63
Murrumbeena,h,1561000,51,1908,7747.252747,470000,120512.8205,30607.84314,121
Niddrie,h,1300000,51,5417,8731.343284,292500,51315.78947,25490.19608,51
Northcote,h,1305000,51, ,6250,225000,39473.68421,25588.23529,39
Northcote,u,503000,51, ,7357.142857,257500,66025.64103,9862.745098,66
Notting Hill,u,840000,51,1887, ,192500,98717.94872,16470.58824,99
Nunawading,h,1060000,51, ,8095.238095,340000,44155.84416,20784.31373,44
Oak Park,h,840000,51, ,5294.117647,180000,45000,16470.58824,45
Oak Park,h,1071888,51, ,2000,250000,31250,21017.41176,31
Oak Park,t,790000,51, ,8196.721311,250000,36496.35036,15490.19608,36
Oakleigh East,t,820000,51, ,6488.888889,292000,42318.84058,16078.43137,42
Ormond,h,695000,51,502,5970.149254,200000,65573.77049,13627.45098,66
Pascoe Vale,h,1199000,51,831,2675.438596,101666.6667,22592.59259,23509.80392,23
Port Melbourne,t,1388000,51,1586,5733.333333,279500,81014.49275,27215.68627,81
Prahran,u,440000,51, ,8250,330000,50769.23077,8627.45098,51
Prahran,h,2200000,51, ,7514.705882,255500,111086.9565,43137.2549,111
Prahran,h,2300000,51,7354, ,789333.3333,464313.7255,45098.03922,464
Preston,h,840000,51, ,6666.666667,250000,84745.76271,16470.58824,85
Reservoir,u,510000,51, , ,390000,121875,10000,122
Reservoir,h,780000,51, ,6232.876712,227500,39912.2807,15294.11765,40
Richmond,t,1255000,51, ,8318.181818,366000,228750,24607.84314,229
Richmond,h,1275000,51, ,7976.190476,335000,87012.98701,25000,87
Richmond,h,1120000,51, , ,275000,42968.75,21960.78431,43
Richmond,h,1190000,51, ,9259.259259,250000,67567.56757,23333.33333,68
Richmond,u,534000,51,3667,5156.25,165000,29464.28571,10470.58824,29
Richmond,h,1425000,51, ,5352.112676,190000,74509.80392,27941.17647,75
Richmond,u,650000,51,685,8222.222222,370000,71153.84615,12745.09804,71
Ringwood,u,475000,51,2017,6962.962963,626666.6667,164912.2807,9313.72549,165
Ringwood East,h,1175000,51,1443,6857.142857,240000,78260.86957,23039.21569,78
Ringwood North,h,755000,51, ,8961.538462,291250,75649.35065,14803.92157,76
Ringwood North,u,602000,51, , ,175000,79545.45455,11803.92157,80
Rowville,h,1005800,51,943,6730.769231,291666.6667,68359.375,19721.56863,68
South Melbourne,u,1250000,51, ,8588.888889,386500,184047.619,24509.80392,184
South Melbourne,h,407500,51,3448,4838.709677,150000,26785.71429,7990.196078,27
Southbank,u,642500,51,2927, ,120000,21428.57143,12598.03922,21
Southbank,u,422500,51, ,6307.692308,205000,34745.76271,8284.313725,35
St Albans,t,460000,51,359,5818.181818,320000,61538.46154,9019.607843,62
St Albans,h,610000,51,5353, ,212333.3333,45500,11960.78431,46
St Albans,u,500000,51, , ,210000,32061.0687,9803.921569,32
St Kilda,u,615000,51, , ,295000,73750,12058.82353,74
Sunshine,u,660000,51,1074,4252.57732,206250,63461.53846,12941.17647,63
Sunshine,h,810000,51,1196,5813.00813,238333.3333,55859.375,15882.35294,56
Sunshine,h,805000,51,2321,5642.335766,193250,84021.73913,15784.31373,84
Sunshine West,h,453000,51, , ,165000,37931.03448,8882.352941,38
Sydenham,h,471000,51,3347,6666.666667,400000,115942.029,9235.294118,116
Taylors Lakes,h,780000,51,4319,9821.428571,412500,300000,15294.11765,300
Templestowe Lower,h,1240000,51,1193,5666.666667,226666.6667,64761.90476,24313.72549,65
Thornbury,t,756000,51,1739, ,346666.6667,74820.14388,14823.52941,75
Thornbury,h,1031000,51, ,6557.377049,200000,76923.07692,20215.68627,77
Vermont South,h,1050000,51, ,5142.857143,180000,31578.94737,20588.23529,32
Abbotsford,h,855000,51, ,10000,330000,28947.36842,16764.70588,29
Airport West,u,737500,51,393, ,196500,41808.51064,14460.78431,42
Airport West,h,905000,51, ,6470.588235,330000,73333.33333,17745.09804,73
Albert Park,u,685000,51, ,6923.076923,225000,68181.81818,13431.37255,68
Alphington,h,330000,51, , ,465000,140909.0909,6470.588235,141
Ascot Vale,h,1010000,51,1278, ,338333.3333,104639.1753,19803.92157,105
Ascot Vale,h,990000,51, ,8486.238532,462500,201086.9565,19411.76471,201
Avondale Heights,h,773000,51, ,7258.064516,225000,97826.08696,15156.86275,98
Bentleigh East,h,1815000,51,2969,8046.218487,383000,178971.9626,35588.23529,179
Bentleigh East,h,1225000,51,781, ,300000,115384.6154,24019.60784,115
Blackburn,h,880000,51,961,9900,247500,145588.2353,17254.90196,146
Blackburn South,h,1264000,51,1126,9326.530612,457000,285625,24784.31373,286
Braybrook,h,570000,51,3124,7171.428571,251000,54172.66187,11176.47059,54
Brighton,h,2655000,51,4852, ,393000,57372.26277,52058.82353,57
Brighton East,h,2525000,51,2326,4123.71134,133333.3333,35714.28571,49509.80392,36
Brighton East,h,1300000,51, ,7382.352941,313750,190151.5152,25490.19608,190
Brunswick,h,1275000,51, ,5722.891566,237500,77868.85246,25000,78
Brunswick,h,1204000,51,759,3377.483444,127500,37777.77778,23607.84314,38
Brunswick West,h,1268000,51,1374,6097.560976,250000,72463.76812,24862.7451,72
Brunswick West,h,1445000,51,2340,8511.904762,357500,110000,28333.33333,110
Carlton,h,1000000,51,3321,9479.166667,455000,70000,19607.84314,70
Caulfield South,h,1700000,51, ,6333.333333,285000,48305.08475,33333.33333,48
Cheltenham,h,800000,51,5008,7963.855422,330500,103281.25,15686.27451,103
Cheltenham,h,877000,51,1062,4800,200000,46875,17196.07843,47
Cheltenham,h,1255000,51, , ,270000,234782.6087,24607.84314,235
Cheltenham,h,900000,51,6606,7686.915888,411250,632692.3077,17647.05882,633
Clayton,u,780000,51, ,6636.363636,219000,67384.61538,15294.11765,67
Coburg,h,1020000,51, ,10769.23077,350000,466666.6667,20000,467
Coburg,h,996000,51,1750, ,232750,67463.76812,19529.41176,67
Collingwood,h,1095000,51,1908,4171.428571,146000,26306.30631,21470.58824,26
Croydon,h,860000,51, , ,172500,39807.69231,16862.7451,40
Deer Park,h,645000,51,3660, ,280000,42748.0916,12647.05882,43
Elwood,h,1800000,51,4197, ,390333.3333,104553.5714,35294.11765,105
Essendon,h,1200000,51,4425,7142.857143,250000,64102.5641,23529.41176,64
Essendon,u,720000,51,1828, ,387500,138392.8571,14117.64706,138
Essendon,u,410000,51, ,587134,293567,255275.6522,8039.215686,255
Essendon,u,930000,51, ,57000,285000,103636.3636,18235.29412,104
Fitzroy,u,700000,51,6952, ,325000,236363.6364,13725.4902,236
Flemington,h,1340000,51,5071,5071.428571,248500,25101.0101,26274.5098,25
Forest Hill,h,800000,51,4841,7721.518987,305000,69318.18182,15686.27451,69
Glenroy,h,512000,51,2040,7140.625,380833.3333,129829.5455,10039.21569,130
Hampton,h,1600000,51,1593,5922.330097,203333.3333,54464.28571,31372.54902,54
Hampton,t,1285000,51, ,10455.6962,413000,250303.0303,25196.07843,250
Hampton,u,685000,51,1787,6614.173228,210000,120000,13431.37255,120
Hampton,u,878000,51,4329,9005,450250,128642.8571,17215.68627,129
Hampton East,u,957000,51,1298,3970.588235,202500,48991.93548,18764.70588,49
Hillside,h,660000,51, , ,217500,35950.41322,12941.17647,36
Keilor Downs,h,670000,51, ,5955.882353,202500,34322.0339,13137.2549,34
Keilor Downs,h,575000,51,1465,6675.213675,260333.3333,70360.36036,11274.5098,70
Malvern East,h,1690000,51,1433,7203.389831,283333.3333,80952.38095,33137.2549,81
Malvern East,h,3600000,51, , ,214000,82307.69231,70588.23529,82
Maribyrnong,t,815000,51,947,6655.339806,228500,56652.89256,15980.39216,57
Moonee Ponds,u,286000,51, ,6789.473684,258000,39692.30769,5607.843137,40
Mount Waverley,h,1200000,51,1208,6250,216666.6667,50781.25,23529.41176,51
Mulgrave,h,865000,51,1241,5585.9375,238333.3333,77717.3913,16960.78431,78
Murrumbeena,h,1920000,51, , ,215000,130303.0303,37647.05882,130
Newport,h,1230000,51,2343,7994.350282,353750,101798.5612,24117.64706,102
Newport,h,1220000,51, , ,190000,64406.77966,23921.56863,64
North Melbourne,u,570000,51, ,7662.337662,295000,76623.37662,11176.47059,77
Northcote,h,1350000,51, , ,260500,65125,26470.58824,65
Nunawading,h,1075000,51, ,5882.352941,200000,68965.51724,21078.43137,69
Oak Park,h,1071888,51,1300,3729.813665,150125,49628.09917,21017.41176,50
Oak Park,t,560000,51,6168,6922.222222,311500,47923.07692,10980.39216,48
Oakleigh,h,1750000,51, ,7909.090909,435000,79090.90909,34313.72549,79
Oakleigh East,h,1210000,51, ,4777.777778,100333.3333,26875,23725.4902,27
Pascoe Vale,h,740000,51, ,8393.442623,256000,196923.0769,14509.80392,197
Port Melbourne,u,816000,51,9293,7434.782609,427500,328846.1538,16000,329
Port Melbourne,u,800000,51, ,342000,342000,131538.4615,15686.27451,132
Prahran,u,1020000,51, , ,260000,40000,20000,40
Prahran,u,660000,51, , ,165000,47142.85714,12941.17647,47
Preston,h,1242000,51, ,3099.415205,132500,64634.14634,24352.94118,65
Preston,t,660000,51,1664,10000,400000,86330.93525,12941.17647,86
Preston,h,1350000,51, ,6163.461538,320500,40062.5,26470.58824,40
Preston,h,1020000,51,1152, ,141000,54230.76923,20000,54
Reservoir,h,912000,51, ,6949.152542,205000,59420.28986,17882.35294,59
