Suburb,Type,Lattitude,Longtitude,Landpercentage
Essendon,t,-37.81111,144.88759,64.38746439
Williamstown,h,-37.7843,144.8392,64.38746439
Williamstown,h,-37.7828,145.0154,64.4012945
Yarraville,h,-37.8457,144.8651,64.41281139
Doncaster,h,-37.7923,145.0528,64.41631505
Alphington,t,-37.8021,144.8629,64.41947566
Bentleigh,h,-37.7523,144.9052,64.4200627
Carnegie,t,-37.7523,144.9052,64.4200627
Brighton East,h,-37.8536,145.0173,64.42307692
Pascoe Vale,h,-37.93203,145.02844,64.42432083
Abbotsford,h,-37.7968,144.8887,64.42687747
Balwyn North,h,-37.8658,144.8857,64.42687747
Glenroy,t,-37.87389,145.12783,64.4278607
Malvern East,u,-37.9317,145.0218,64.43768997
Warrandyte,h,-37.7795,144.8432,64.44444444
Northcote,h,-37.7543,144.97134,64.4549763
Reservoir,h,-37.7707,144.93175,64.47534766
Elwood,u,-37.7304,144.9496,64.4772118
Nunawading,u,-37.8869,144.9982,64.48087432
Brighton,u,-37.9317,145.0469,64.49275362
Balaclava,u,-37.78446,144.92797,64.50511945
Glen Iris,h,-37.77583,144.75692,64.5320197
Glen Iris,u,-37.9261,145.0506,64.54388985
Prahran,h,-37.7517,144.8776,64.54545455
Thornbury,h,-37.9075,145.0248,64.54849498
Northcote,h,-37.81875,145.05695,64.55223881
Reservoir,u,-37.7423,145.0097,64.56456456
St Kilda,u,-37.86631,144.99358,64.58333333
Ascot Vale,h,-37.7671,144.9762,64.58797327
Bentleigh,u,-37.89204,145.06086,64.59627329
Essendon,h,-37.8574,145.016,64.59802539
Kensington,h,-37.7644,144.9061,64.63414634
Abbotsford,h,-37.85137,145.0158,64.63878327
Reservoir,u,-37.73152,144.82612,64.63878327
Windsor,u,-37.856,144.9891,64.66876972
Albert Park,h,-37.87534,145.05488,64.66973886
Elwood,h,-37.80218,145.10063,64.69002695
Doncaster East,h,-37.8337,145.0469,64.70588235
Kensington,u,-37.88783,145.01324,64.72148541
Glenroy,h,-37.8479,145.0557,64.72392638
Northcote,h,-37.91299,145.1767,64.73214286
Northcote,h,-37.7702,144.9268,64.73317865
Middle Park,h,-37.80752,145.27212,64.74358974
Brunswick,h,-37.7701,144.9287,64.74953618
West Footscray,t,-37.8921,145.19118,64.75644699
Toorak,u,-37.7862,144.8798,64.7761194
Abbotsford,h,-37.7473,144.9528,64.7834275
Brunswick West,u,-37.84972,145.23531,64.8
Hampton East,h,-37.71269,144.77135,64.80446927
Brunswick East,u,-37.9205,145.0122,64.80938416
Pascoe Vale,h,-37.7871,144.8791,64.81481481
Essendon West,h,-37.76913,144.93513,64.82300885
Reservoir,u,-37.86106,145.02513,64.85788114
Coburg,h,-37.7799,144.9937,64.86486486
Oak Park,u,-37.777,144.9176,64.86486486
Preston,h,-37.7561,144.9718,64.86486486
Essendon North,u,-37.84782,145.05004,64.87341772
Brighton,h,-37.90114,145.10357,64.87985213
Travancore,h,-37.86202,145.03635,64.88549618
Croydon Hills,h,-37.7375,144.8282,64.90566038
Brighton East,h,-37.8292,145.0852,64.93108729
Brighton,u,-37.88127,145.0637,64.93902439
Bentleigh,h,-37.70525,144.75699,64.95468278
Kensington,t,-37.7459,144.8788,64.95867769
Carlton,h,-37.9178,145.0413,64.96350365
Armadale,u,-37.81059,145.18975,64.98127341
Brunswick West,h,-37.8202,144.8896,65
Glenroy,u,-37.8227,144.8827,65
Fairfield,u,-37.7621,144.9506,65.0137741
Keilor East,h,-37.83508,145.0429,65.02311248
Bentleigh East,h,-37.7696,144.929,65.0273224
Northcote,h,-37.71482,144.80286,65.03597122
Oakleigh,h,-37.86328,145.21477,65.04065041
Hampton,u,-37.82224,145.05763,65.04854369
Footscray,h,-37.85768,145.00254,65.05717916
Melbourne,u,-37.8131,145.005,65.06024096
Altona,u,-37.793,144.934,65.06410256
Elsternwick,u,-37.883,145.0043,65.08538899
Coburg,h,-37.7062,144.8978,65.09040334
St Kilda,u,-37.87245,144.9976,65.09635974
Brooklyn,u,-37.7904,144.7999,65.0974026
Murrumbeena,h,-37.7576,144.9348,65.0994575
Mount Waverley,t,-37.7889,145.0904,65.11278195
Reservoir,u,-37.8491,144.8903,65.11627907
West Footscray,h,-37.755,144.9272,65.11627907
Brighton,h,-37.7791,144.9136,65.11627907
Brunswick,h,-37.91865,145.05418,65.13629842
Bentleigh,h,-37.8958,145.0215,65.14084507
Yarraville,h,-37.76888,145.17044,65.14806378
Oak Park,h,-37.7062,144.9387,65.15151515
Malvern,u,-37.79047,144.88289,65.15580737
Kensington,t,-37.932,145.0284,65.16129032
Bulleen,h,-37.7508,144.8937,65.16245487
Thornbury,h,-37.79414,145.08591,65.17412935
Keilor East,h,-37.8827,145.2405,65.17985612
Vermont South,t,-37.7482,144.877,65.18518519
Port Melbourne,h,-37.72,144.8776,65.18771331
Brunswick West,h,-37.9243,145.0376,65.2027027
Brunswick,h,-37.75277,145.00734,65.2173913
Surrey Hills,u,-37.89919,145.14856,65.2173913
Reservoir,h,-37.9273,145.0479,65.22988506
Preston,u,-37.7501,144.962,65.23809524
Brighton East,h,-37.8135,145.0995,65.24329692
West Footscray,h,-37.8492,145.0019,65.25974026
Newport,h,-37.7572,144.9687,65.2733119
Collingwood,u,-37.762,144.9518,65.30172414
Abbotsford,h,-37.7575,144.9968,65.30278232
Sandringham,h,-37.69496,144.79511,65.3092006
Essendon,h,-37.818,145.0946,65.31413613
Toorak,u,-37.9785,145.0518,65.32374101
Essendon,h,-37.809,144.8865,65.32399299
Balwyn North,h,-37.8266,145.072,65.32663317
Doncaster,h,-37.8373,145.0455,65.33742331
Brunswick East,h,-37.8032,145.0693,65.33795494
Fitzroy,h,-37.78783,145.06274,65.34653465
Fitzroy,h,-37.79437,145.03984,65.3516295
Preston,h,-37.68455,144.73272,65.36585366
Reservoir,h,-37.8602,145.013,65.39235412
Richmond,t,-37.7285,144.8694,65.40540541
Elsternwick,u,-37.87164,145.12466,65.40697674
Caulfield South,u,-37.87833,145.13731,65.41666667
Kew,h,-37.7584,144.8968,65.43001686
Malvern East,h,-37.79127,144.83713,65.44502618
Prahran,u,-37.7791,144.914,65.44850498
Brunswick East,h,-37.7502,144.8745,65.46391753
South Yarra,u,-37.75729,145.10624,65.46961326
Brighton East,h,-37.8247,145.1206,65.4723127
Williamstown,h,-37.7952,144.8325,65.47619048
Glen Huntly,h,-37.88271,144.99216,65.48672566
Carnegie,h,-37.80961,145.1847,65.48856549
Kingsville,t,-37.8931,145.0479,65.50218341
Pascoe Vale,h,-37.83015,145.09035,65.52511416
Hampton,u,-37.86411,145.032,65.52962298
Boronia,h,-37.9162,145.0219,65.53398058
Airport West,h,-37.92979,145.2036,65.53846154
Taylors Lakes,h,-37.7976,144.9213,65.53846154
Ascot Vale,t,-37.87831,145.24575,65.55090656
Preston,h,-37.7756,144.9148,65.55555556
Carnegie,h,-37.75726,145.14123,65.55697823
Elwood,h,-37.7904,144.8133,65.56016598
Brighton,u,-37.8577,145.0576,65.56886228
Brighton,u,-37.7823,144.9278,65.57377049
Maribyrnong,t,-37.8317,145.0738,65.58139535
South Melbourne,u,-37.7346,144.9456,65.6097561
Moonee Ponds,h,-37.79626,145.03362,65.61403509
Maribyrnong,u,-37.74946,145.00875,65.61604585
Elwood,u,-37.7844,144.9359,65.625
Ascot Vale,h,-37.9255,145.0118,65.63421829
Pascoe Vale,h,-37.84769,144.87667,65.63474388
Niddrie,h,-37.71328,144.90585,65.64195298
Oak Park,u,-37.71328,144.90585,65.64195298
Airport West,h,-37.831,144.8884,65.64417178
Windsor,u,-37.92588,145.04808,65.65008026
Maidstone,h,-37.73645,144.98715,65.6529517
Templestowe Lower,h,-37.83297,145.10195,65.65547129
Ormond,h,-37.906,145.04,65.66037736
Ascot Vale,h,-37.8621,144.8872,65.66523605
Balwyn,u,-37.841,145.0824,65.70121951
Moonee Ponds,h,-37.757,144.9697,65.71428571
Ormond,h,-37.7862,145.0739,65.71428571
Brooklyn,h,-37.79318,145.25811,65.71428571
Reservoir,u,-37.7844,144.8876,65.79406632
Malvern East,h,-37.8936,145.0725,65.81818182
Preston,u,-37.8332,145.0117,65.83333333
Elwood,u,-37.86,144.895,65.86345382
Preston,h,-37.90584,145.0725,65.87030717
Brunswick,h,-37.8291,145.0308,65.88235294
Princes Hill,h,-37.801,144.9989,65.90909091
Melbourne,u,-37.81845,144.87464,65.91928251
Bentleigh,h,-37.8646,144.98,65.92797784
Yarraville,h,-37.7609,144.905,65.93959732
Braybrook,h,-37.76086,144.90497,65.93959732
Brunswick,h,-37.76086,144.90497,65.93959732
Coburg,u,-37.9001,145.1009,65.94982079
Richmond,h,-37.8345,145.095,65.95441595
Richmond,u,-37.7847,144.8146,65.95744681
Highett,h,-37.79546,145.27002,65.97222222
Brunswick West,t,-37.76255,145.16233,66.02491506
Port Melbourne,h,-37.79334,144.89128,66.02564103
South Melbourne,h,-37.88599,145.17031,66.02739726
Thornbury,h,-37.9071,144.9898,66.02870813
West Footscray,h,-37.7827,145.0945,66.02870813
Thornbury,u,-37.775,144.932,66.03221083
Templestowe Lower,h,-37.90876,145.00743,66.04651163
Bentleigh East,h,-37.80437,145.01725,66.05166052
Bentleigh East,h,-37.87536,144.77117,66.05316973
Sunshine West,h,-37.7151,144.92103,66.05504587
Caulfield South,h,-37.85714,144.87523,66.06060606
Brunswick West,h,-37.7664,145.16331,66.06914213
Ascot Vale,h,-37.76643,144.85492,66.10486891
Yarraville,u,-37.7717,145.031,66.11018364
Hawthorn East,h,-37.8185,145.0878,66.11039795
Kealba,h,-37.7283,145.0207,66.11111111
Essendon,h,-37.75959,145.10193,66.11570248
North Melbourne,h,-37.80946,145.04251,66.12903226
Brunswick,h,-37.76347,144.94509,66.13924051
Sunshine,h,-37.87605,145.05563,66.14583333
Fitzroy North,t,-37.75374,144.88932,66.15384615
Balwyn North,u,-37.8847,144.9992,66.16314199
Keilor Park,u,-37.74636,144.95833,66.16915423
Cremorne,h,-37.9002,145.0768,66.17915905
Bentleigh East,h,-37.9255,145.0796,66.19217082
Northcote,u,-37.7919,144.8793,66.1971831
Seddon,h,-37.83208,145.07533,66.20795107
Kingsbury,h,-37.90017,145.06435,66.2139219
Preston,h,-37.7686,144.912,66.22222222
Blackburn,h,-37.68811,144.74999,66.22516556
Templestowe Lower,h,-37.80954,145.25538,66.25
Brighton East,h,-37.91503,145.07997,66.25441696
Gowanbrae,h,-37.766,144.945,66.26865672
Glen Waverley,h,-37.705,144.75759,66.27218935
Coburg North,h,-37.7637,144.9662,66.27497062
West Melbourne,t,-37.76259,144.94935,66.30136986
Seddon,u,-37.7569,144.9914,66.33663366
Brunswick,h,-37.8252,145.0721,66.34844869
Templestowe Lower,t,-37.85938,145.01087,66.35182999
Hampton,h,-37.8149,145.0747,66.35638298
Caulfield North,u,-37.76097,144.93933,66.35658915
Malvern East,h,-37.7636,144.9559,66.36085627
Northcote,h,-37.7381,144.8554,66.36197441
Tullamarine,h,-37.7624,145.1175,66.36225266
West Melbourne,h,-37.7691,145.1202,66.367713
Coburg,h,-37.9449,145.0144,66.38655462
East Melbourne,h,-37.9037,145.0588,66.38795987
Burwood,t,-37.735,144.9581,66.39784946
Hadfield,t,-37.8621,144.8999,66.40522876
Brighton East,u,-37.7238,144.9964,66.41366224
Altona,h,-37.77917,144.82223,66.43026005
Templestowe Lower,h,-37.68359,144.74067,66.43741403
Kensington,h,-37.797,144.9051,66.43835616
Cremorne,h,-37.86906,145.01986,66.4495114
Preston,u,-37.89042,145.04058,66.45056726
Keilor,h,-37.68944,144.74707,66.4556962
Glen Waverley,h,-37.9012,145.035,66.45865835
Ascot Vale,h,-37.7602,144.9543,66.45962733
Maidstone,h,-37.7552,144.9458,66.47230321
Box Hill,h,-37.85249,145.02091,66.49145861
South Yarra,u,-37.7988,145.0726,66.51090343
Brunswick,h,-37.8516,145.061,66.51162791
North Melbourne,u,-37.7939,144.8283,66.51162791
Brunswick East,t,-37.87252,145.051,66.51270208
Brunswick West,u,-37.80427,145.03464,66.51515152
Hampton,u,-37.90817,145.09214,66.53543307
Brighton,h,-37.77501,144.95117,66.56217346
Toorak,u,-37.78145,145.13598,66.56441718
Glenroy,t,-37.7819,144.8901,66.57060519
Newport,h,-37.90491,145.04568,66.58354115
Elwood,u,-37.8427,144.879,66.59388646
Kensington,t,-37.95685,145.01977,66.60039761
Malvern,h,-37.902,145.0705,66.60079051
South Yarra,u,-37.7805,144.9721,66.66666667
Brunswick West,u,-37.8887,145.0207,66.66666667
South Yarra,u,-37.7752,145.0032,66.66666667
Thornbury,h,-37.79529,144.88453,66.66666667
Newport,h,-37.77008,144.89428,66.66666667
Niddrie,h,-37.7408,144.9558,66.66666667
Essendon North,u,-37.8454,145.0971,66.66666667
Donvale,h,-37.75383,144.97812,66.66666667
Brunswick,h,-37.74886,144.85829,66.66666667
Williamstown,h,-37.78273,144.92358,66.66666667
Bentleigh,h,-37.7813,145.0065,66.70984456
Kensington,u,-37.914,144.9878,66.7115903
Pascoe Vale,t,-37.8034,145.0527,66.71348315
Carnegie,h,-37.866,145.039,66.72354949
Alphington,h,-37.86325,145.02422,66.72473868
Pascoe Vale,h,-37.81183,144.88569,66.74364896
Hawthorn East,u,-37.79773,145.26956,66.74445741
Richmond,u,-37.7481,145.0017,66.74698795
Brighton East,h,-37.8148,144.88115,66.74876847
Bentleigh East,h,-37.75887,144.97326,66.77018634
Richmond,u,-37.774,145.0081,66.77740864
Yarraville,h,-37.7966,144.8256,66.78321678
Northcote,h,-37.7429,144.952,66.78571429
Richmond,u,-37.81529,145.02777,66.80497925
St Kilda,h,-37.8093,144.8941,66.80942184
Keilor East,h,-37.8185,145.0061,66.8202765
West Footscray,h,-37.7493,144.9112,66.82098765
Coburg,h,-37.933,144.9975,66.82808717
Port Melbourne,h,-37.84429,145.10199,66.83673469
Hughesdale,h,-37.8279,145.07403,66.85236769
Footscray,h,-37.8094,144.8869,66.85714286
Reservoir,h,-37.763,144.9886,66.85878963
Brunswick,h,-37.9302,145.24241,66.86746988
Yarraville,h,-37.8128,144.8905,66.88632619
Doncaster,h,-37.774,145.0081,66.88741722
Elwood,u,-37.77396,145.0081,66.88741722
Preston,t,-37.835,144.9498,66.8989547
Collingwood,h,-37.7493,144.9559,66.90307329
Maribyrnong,u,-37.80966,145.18378,66.90307329
Glenroy,h,-37.814,145.0175,66.91729323
Yarraville,h,-37.83825,145.08163,66.92708333
Travancore,u,-37.96877,145.07484,66.93989071
Preston,h,-37.85189,145.03335,66.94915254
Albert Park,h,-37.7337,144.87256,66.96269982
Pascoe Vale,u,-37.8822,144.9913,66.96428571
Bentleigh East,h,-37.9002,145.0773,66.97247706
Windsor,u,-37.8465,144.8714,66.98412698
Ormond,h,-37.85324,144.89958,66.99029126
Moonee Ponds,h,-37.8888,145.18692,66.99164345
Bulleen,t,-37.74375,144.87487,66.99346405
Carnegie,u,-37.81795,145.22852,67.00507614
Thornbury,u,-37.7544,144.9764,67.01846966
Keilor Downs,h,-37.85298,145.23935,67.0411985
Yarraville,h,-37.76262,144.97733,67.05882353
Box Hill,h,-37.8715,145.0688,67.06161137
Caulfield,u,-37.7977,144.90398,67.06586826
Avondale Heights,h,-37.8613,145.0264,67.07070707
Brighton East,u,-37.8559,145.0158,67.07317073
Footscray,h,-37.76846,145.11183,67.0781893
Brighton,h,-37.8717,145.0399,67.09677419
Sunshine West,h,-37.7811,144.9715,67.13426854
Blackburn,h,-37.72282,144.88373,67.14659686
Coburg,t,-37.82876,145.13809,67.1641791
Caulfield South,h,-37.847,144.8788,67.17325228
Windsor,h,-37.8228,144.8799,67.1875
Altona North,h,-37.7314,144.7922,67.1875
Albion,u,-37.7881,145.0631,67.19409283
Reservoir,h,-37.7561,144.9716,67.1957672
Glenroy,h,-37.7735,145.0936,67.19858156
Footscray,h,-37.91567,145.07111,67.21311475
Cheltenham,h,-37.70952,145.033,67.22338205
Fitzroy,u,-37.8266,145.0849,67.22454672
Reservoir,h,-37.7701,144.9633,67.26618705
Southbank,u,-37.8528,144.9994,67.27272727
West Footscray,u,-37.76126,145.00247,67.27272727
Templestowe Lower,h,-37.7662,144.8971,67.28682171
Fairfield,u,-37.8181,145.0913,67.30523627
Hampton East,u,-37.7125,145.0306,67.30769231
Northcote,h,-37.75436,145.11939,67.30769231
Derrimut,h,-37.8647,145.1023,67.31078905
Southbank,u,-37.7913,144.8879,67.31301939
Northcote,h,-37.7617,144.9052,67.31707317
Sandringham,h,-37.7792,145.0903,67.32026144
Burwood,t,-37.77501,144.98491,67.32142857
Templestowe Lower,h,-37.68175,144.74087,67.32954545
St Kilda,h,-37.9055,145.0691,67.34992679
Brighton East,h,-37.73415,144.91852,67.36111111
Glenroy,h,-37.7449,144.8533,67.37012987
Beaumaris,h,-37.83135,145.15811,67.37588652
Braybrook,u,-37.7658,144.9077,67.37804878
Ascot Vale,h,-37.908,145.0502,67.38197425
Aberfeldie,u,-37.94088,145.0145,67.38197425
Kings Park,h,-37.7001,144.9291,67.38461538
Footscray,h,-37.90821,145.09314,67.39864865
Airport West,u,-37.88658,145.09297,67.41293532
Sunshine,h,-37.8124,145.0361,67.42424242
Brighton,h,-37.7558,144.9073,67.42712294
Malvern East,h,-37.8123,144.8805,67.42857143
Northcote,t,-37.7704,144.9292,67.43119266
Strathmore Heights,h,-37.8067,144.8761,67.4351585
Windsor,h,-37.7747,144.9474,67.43737958
Armadale,u,-37.7601,145.0122,67.44680851
Yarraville,h,-37.8894,145.0145,67.46031746
Yarraville,h,-37.74601,144.94799,67.48768473
Port Melbourne,h,-37.82176,145.05381,67.49611198
Ashburton,t,-37.79545,145.15372,67.49654219
Balwyn North,h,-37.77,144.8572,67.50448833
Brunswick,t,-37.8225,145.0551,67.51412429
Airport West,t,-37.73613,144.90235,67.51592357
Vermont,h,-37.93765,145.22329,67.52021563
Glenroy,h,-37.759,144.96623,67.53069577
Coburg North,h,-37.7707,144.9924,67.53926702
Bayswater,h,-37.76941,145.13325,67.54772394
Preston,h,-37.929,145.0375,67.55952381
Footscray,u,-37.82737,145.02971,67.56756757
Richmond,h,-37.9332,145.0226,67.6
Coburg,h,-37.76437,144.79517,67.60070053
Richmond,h,-37.7387,144.8827,67.60374833
Malvern East,h,-37.8544,145.1114,67.61006289
Hampton,h,-37.91712,145.13625,67.61006289
Carnegie,u,-37.71626,144.99866,67.63848397
Newport,h,-37.82191,145.09212,67.65578635
Bentleigh,u,-37.7788,144.9688,67.65957447
Essendon,u,-37.9389,145.0062,67.67241379
Bulleen,h,-37.7207,144.9511,67.69230769
Yarraville,h,-37.8227,144.8955,67.69230769
Wantirna South,h,-37.94266,145.24662,67.69509982
Sunshine West,h,-37.8402,144.8886,67.69911504
Avondale Heights,h,-37.8422,144.8784,67.70186335
Pascoe Vale,h,-37.7459,144.8643,67.7184466
Mount Waverley,h,-37.76406,144.86071,67.72616137
Hampton,h,-37.84824,145.08901,67.74611399
Coburg North,t,-37.7398,144.80348,67.78042959
Prahran,u,-37.73901,144.89154,67.82608696
Box Hill,h,-37.8509,145.0916,67.83004552
South Melbourne,h,-37.8332,145.1105,67.83042394
Flemington,h,-37.8325,145.1114,67.83216783
Preston,h,-37.7912,144.7979,67.83216783
Newport,h,-37.72843,144.78999,67.85046729
Fairfield,h,-37.812,145.0268,67.85109983
Balwyn,u,-37.80563,145.10304,67.85425101
Maribyrnong,h,-37.83411,145.06916,67.85714286
Thornbury,h,-37.85223,145.09132,67.85714286
Preston,u,-37.75937,145.01534,67.87234043
Reservoir,h,-37.90708,145.02531,67.87264834
Parkville,u,-37.8544,144.8886,67.87564767
Elwood,u,-37.7549,145.0035,67.8807947
Footscray,h,-37.78148,145.17818,67.89808917
Bentleigh,u,-37.77373,145.01414,67.90123457
Avondale Heights,h,-37.7351,145.0323,67.9144385
Ascot Vale,h,-37.91068,145.06802,67.91530945
Mount Waverley,u,-37.84461,144.87515,67.93002915
Moonee Ponds,h,-37.9035,145.028,67.94326241
Keilor East,h,-37.95035,145.01571,67.94871795
Essendon,t,-37.8645,144.9805,67.96875
Newport,h,-37.80166,145.04333,67.97385621
Bentleigh East,t,-37.8079,145.09162,67.98780488
Maidstone,t,-37.7698,144.9336,67.99116998
Malvern East,u,-37.8414,144.8707,67.99116998
South Yarra,h,-37.9419,145.0156,68
Malvern,u,-37.73726,144.82998,68.00618238
Richmond,h,-37.7901,144.8682,68.01007557
Murrumbeena,h,-37.8501,144.8931,68.01346801
Essendon,h,-37.8175,145.0987,68.02721088
Coburg,h,-37.7318,145.0192,68.02841918
Flemington,u,-37.906,145.074,68.04308797
Bentleigh,t,-37.7271,144.9968,68.05845511
Mount Waverley,h,-37.73288,144.87252,68.08510638
Brunswick,u,-37.75785,145.13593,68.08823529
Collingwood,h,-37.7933,145.0343,68.0887372
St Kilda,u,-37.73977,144.90675,68.09210526
Doncaster,u,-37.8756,145.0561,68.10035842
Middle Park,h,-37.84197,144.99698,68.11926606
Pascoe Vale,h,-37.8819,144.9934,68.12933025
Essendon North,u,-37.76913,144.93236,68.13186813
Essendon,h,-37.7428,144.8536,68.13186813
Avondale Heights,t,-37.68251,144.77764,68.14285714
Prahran,u,-37.75178,144.89876,68.17204301
Moonee Ponds,h,-37.73154,144.92243,68.17653891
Glenroy,h,-37.92211,145.0466,68.18950931
Abbotsford,h,-37.76385,145.28945,68.19085487
Bentleigh East,h,-37.7513,144.8925,68.19085487
Beaumaris,h,-37.8248,144.8707,68.19407008
Brighton,h,-37.76421,144.90571,68.20083682
Niddrie,h,-37.73517,144.78804,68.21305842
Hawthorn,h,-37.73644,144.87941,68.2137834
Richmond,h,-37.8066,144.8811,68.22157434
Northcote,h,-37.8269,145.0661,68.2278481
Toorak,h,-37.72644,144.9445,68.2382134
Sunshine West,h,-37.7874,144.8763,68.24146982
Richmond,h,-37.8142,145.1278,68.25174825
Footscray,h,-37.74064,145.00746,68.27195467
Newport,h,-37.7607,145.0105,68.27586207
Caulfield South,h,-37.77227,145.0284,68.27586207
Malvern East,h,-37.9252,145.0562,68.28478964
Hampton,h,-37.8176,145.0548,68.29590489
Cheltenham,t,-37.9329,145.053,68.29896907
Clifton Hill,h,-37.9256,145.16459,68.30015314
Brunswick West,h,-37.74138,145.02029,68.30265849
Yarraville,h,-37.93753,145.0102,68.31896552
West Footscray,h,-37.9374,145.0726,68.32
Oak Park,t,-37.88192,145.13394,68.32298137
Flemington,h,-37.8697,145.18103,68.34094368
Elsternwick,u,-37.75558,144.9875,68.34319527
Sunshine,h,-37.7212,144.8545,68.34319527
Kensington,t,-37.7693,144.8351,68.34645669
Malvern,u,-37.81883,145.05694,68.35016835
Bentleigh East,t,-37.7677,144.91107,68.36363636
Malvern East,h,-37.933,145.0322,68.37209302
Fitzroy,h,-37.8264,145.0741,68.37606838
Glen Iris,h,-37.8163,145.2785,68.41269841
Glenroy,h,-37.7638,144.9804,68.42105263
Hampton,h,-37.886,145.096,68.42105263
Richmond,h,-37.7561,144.9715,68.44919786
Bentleigh,h,-37.7689,145.0895,68.45238095
Port Melbourne,h,-37.81266,145.09329,68.45425868
Caulfield North,h,-37.9154,145.001,68.46590909
Bentleigh East,h,-37.82825,145.15816,68.46652268
Brunswick East,h,-37.7725,144.964,68.49315068
Mount Waverley,h,-37.8829,144.9797,68.5
Toorak,h,-37.9107,145.0745,68.50393701
Malvern East,h,-37.8056,145.0688,68.51549755
Brunswick,h,-37.76464,144.91035,68.53333333
Reservoir,u,-37.76792,144.97141,68.55345912
South Melbourne,h,-37.9166,145.0314,68.55345912
Templestowe,h,-37.81439,145.14541,68.55524079
Maribyrnong,t,-37.84739,145.3024,68.56581532
Yarraville,h,-37.8493,145.1283,68.57142857
Fitzroy,h,-37.7658,145.124,68.57142857
Balwyn,u,-37.77475,144.75653,68.57855362
North Melbourne,u,-37.97223,145.07895,68.58736059
Maribyrnong,h,-37.7901,144.8883,68.59205776
Richmond,u,-37.7958,144.9024,68.61167002
Balaclava,u,-37.7922,144.8818,68.61538462
Windsor,u,-37.8928,145.0531,68.61788618
Moonee Ponds,h,-37.8083,145.0418,68.61924686
Doncaster East,t,-37.7323,144.77861,68.62385321
Newport,h,-37.8459,144.8877,68.62745098
Pascoe Vale,u,-37.81296,145.01868,68.63309353
Bentleigh East,h,-37.7536,144.91097,68.6440678
Elsternwick,t,-37.97223,145.07895,68.64564007
Delahey,h,-37.97306,145.08198,68.66666667
Albert Park,h,-37.8186,145.0706,68.70451237
Brunswick,u,-37.70504,144.80535,68.71165644
Hampton,h,-37.7191,144.8082,68.71165644
Brunswick West,h,-37.7337,144.9458,68.72037915
Preston,h,-37.8284,144.8355,68.72659176
Brighton East,h,-37.7215,144.9533,68.72964169
South Melbourne,h,-37.86566,144.99104,68.73385013
Maidstone,h,-37.85374,145.12459,68.7400319
Albion,h,-37.7641,144.9073,68.75
Nunawading,h,-37.9229,145.0557,68.75
St Kilda,u,-37.8228,144.8769,68.76404494
Richmond,h,-37.9064,145.0291,68.76574307
Malvern East,h,-37.87695,145.2547,68.77777778
Glen Waverley,t,-37.7781,145.1337,68.79063719
Yarraville,t,-37.7346,144.9546,68.79795396
Templestowe Lower,h,-37.9149,145.0788,68.79795396
Ascot Vale,u,-37.88014,144.99347,68.8172043
West Melbourne,t,-37.87846,145.24212,68.82640587
Hughesdale,h,-37.75965,145.00284,68.83852691
Gardenvale,u,-37.78034,144.92494,68.84615385
Toorak,u,-37.90898,145.04629,68.85496183
Nunawading,u,-37.745,145.0139,68.8559322
Brighton,t,-37.87325,145.23244,68.86503067
South Yarra,h,-37.7063,144.9273,68.88433982
Airport West,h,-37.71652,144.91211,68.90243902
Mitcham,h,-37.75485,144.9684,68.93203883
Pascoe Vale,h,-37.8018,144.8246,68.9373297
Moonee Ponds,h,-37.8864,145.0242,68.93787575
Reservoir,h,-37.8363,144.87588,68.93939394
Brunswick,t,-37.76985,145.11006,68.94409938
Brunswick East,h,-37.72465,144.8359,68.96551724
Preston,h,-37.7737,144.965,68.99038462
Fitzroy North,h,-37.8327,145.0976,69
Bentleigh East,t,-37.85743,145.0468,69
Wantirna South,h,-37.80864,145.17161,69.01004304
Kensington,h,-37.81202,145.04217,69.01408451
Malvern,h,-37.86066,144.82013,69.01408451
Brunswick West,t,-37.93592,145.01187,69.01595745
Reservoir,u,-37.97359,145.01884,69.02255639
Clifton Hill,h,-37.8628,145.0436,69.04205607
Collingwood,h,-37.81188,144.88449,69.06077348
St Kilda,u,-37.76276,144.9535,69.06666667
Northcote,h,-37.7692,144.9057,69.07216495
Bentleigh East,h,-37.7778,144.9346,69.0821256
Thornbury,h,-37.80877,145.04594,69.09090909
St Kilda,u,-37.7364,144.9787,69.09547739
Port Melbourne,u,-37.8414,144.8752,69.09620991
Braybrook,h,-37.81726,145.16061,69.1091954
Templestowe Lower,h,-37.7606,144.9499,69.11196911
Port Melbourne,h,-37.7294,144.888,69.11764706
Yarraville,h,-37.8309,144.889,69.12181303
Footscray,u,-37.8188,145.0984,69.12539515
Bentleigh,t,-37.9358,145.0688,69.14378029
Templestowe Lower,h,-37.9264,145.0044,69.16030534
Malvern East,u,-37.7707,145.0318,69.16764361
Templestowe Lower,h,-37.8999,145.0993,69.17510854
South Yarra,u,-37.90706,145.09524,69.19104991
Gowanbrae,h,-37.8442,145.08142,69.19917864
Bulleen,h,-37.719,144.76699,69.21511628
Brunswick,t,-37.8832,145.0133,69.23076923
Burwood,h,-37.88785,145.00795,69.23076923
Newport,h,-37.7395,144.9843,69.23076923
North Melbourne,u,-37.7689,145.099,69.23076923
Coburg North,h,-37.93228,145.07026,69.23076923
Glenroy,h,-37.70325,144.94757,69.23076923
Brooklyn,t,-37.85574,145.09051,69.23076923
Pascoe Vale,u,-37.81223,145.17926,69.24882629
