Suburb,CouncilArea,Lattitude,Longtitude,Buildingage,Pricepermeterland,Pricepermeterbuilding
Brunswick West,Moreland City Council,-37.7597,144.9404,21,3806.818182, 
Brunswick West,Moreland City Council,-37.7622,144.9406,71,3985.507246,10714.28571
Brunswick West,Moreland City Council,-37.7559,144.9378,13,4923.664122,5917.431193
Bulleen,Manningham City Council,-37.7769,145.088,22, ,7818.181818
Bulleen,Manningham City Council,-37.7787,145.0918,51,4443.703704,7893.421053
Bulleen,Manningham City Council,-37.7766,145.1, ,1974.358974, 
Bulleen,Manningham City Council,-37.7664,145.0884,21,4789.473684,6842.105263
Burwood,Monash City Council,-37.8493,145.1283,71,2392.481203,7612.440191
Burwood,Monash City Council,-37.8528,145.1318,51,3790.849673, 
Burwood,Monash City Council,-37.8495,145.0999,56,7469.135802, 
Carnegie,Glen Eira City Council,-37.8898,145.0632,21,4399.267399, 
Carnegie,Glen Eira City Council,-37.8981,145.0619,41, ,8698.630137
Caulfield,Glen Eira City Council,-37.8883,145.0342, , , 
Clifton Hill,Yarra City Council,-37.7888,144.9929, ,5964.052288, 
Coburg,Darebin City Council,-37.7506,144.9694,61,1275.773196,7173.913043
Coburg,Darebin City Council,-37.7424,144.9576,101,3381.818182,8757.062147
Collingwood,Yarra City Council,-37.7981,144.9883,51, ,8492.063492
Cremorne,Yarra City Council,-37.8298,144.9923,121,11538.46154,9183.673469
Essendon,Moonee Valley City Council,-37.749,144.9067, ,477.7415852, 
Essendon,Moonee Valley City Council,-37.7573,144.9221, ,2228.047182, 
Essendon,Moonee Valley City Council,-37.7445,144.9054, ,2947.658402, 
Essendon,Moonee Valley City Council,-37.7459,144.8962, ,2178.362573, 
Fairfield,Darebin City Council,-37.7847,145.0109,19, ,7770.114943
Fitzroy North,Moreland City Council,-37.7925,144.9797, ,5882.352941, 
Fitzroy North,Moreland City Council,-37.777,144.9836,51, ,10312.5
Flemington,Melbourne City Council,-37.7837,144.9338, ,5913.978495, 
Flemington,Melbourne City Council,-37.7824,144.9243,19,5530.973451,8928.571429
Footscray,Maribyrnong City Council,-37.7949,144.9007,61,220.1346046, 
Footscray,Maribyrnong City Council,-37.7951,144.8861, ,2738.589212, 
Footscray,Maribyrnong City Council,-37.8025,144.9052, , , 
Glenroy,Moreland City Council,-37.6969,144.9425, ,979.9139168, 
Glenroy,Moreland City Council,-37.7115,144.912, ,1145.400593, 
Glenroy,Moreland City Council,-37.7088,144.9204, ,1171.344165, 
Glenroy,Moreland City Council,-37.702,144.9538,51,1051.212938,7722.772277
Glenroy,Moreland City Council,-37.7045,144.9204,12,369.3931398,5121.95122
Glenroy,Moreland City Council,-37.7097,144.9256,66,1284.074605,6047.297297
Hampton,Bayside City Council,-37.9462,145.0193, ,2371.512482, 
Hampton,Bayside City Council,-37.9346,145.0049,91,3280.678851, 
Malvern,Stonnington City Council,-37.8691,145.0345,61, ,7934.782609
Malvern,Stonnington City Council,-37.8486,145.0321, ,6410.25641, 
Malvern,Stonnington City Council,-37.8515,145.0372, ,96.58970557, 
Malvern East,Stonnington City Council,-37.883,145.0791,71,2678.571429,13235.29412
Melbourne,Melbourne City Council,-37.8116,144.9603,20, , 
Moonee Ponds,Moonee Valley City Council,-37.7605,144.9071, , , 
Moonee Ponds,Moonee Valley City Council,-37.7709,144.9338, ,3013.779528, 
Murrumbeena,Glen Eira City Council,-37.8879,145.0768,81,2543.778802,8321.60804
Newport,Hobsons Bay City Council,-37.8433,144.8774,96,3059.701493,8424.657534
Newport,Hobsons Bay City Council,-37.8439,144.8733,81,3250,6638.297872
Newport,Hobsons Bay City Council,-37.836,144.8784, ,1869.158879, 
Newport,Hobsons Bay City Council,-37.8425,144.8766, ,2397.660819, 
Niddrie,Moonee Valley City Council,-37.7375,144.8885, ,2018.461538, 
Niddrie,Moonee Valley City Council,-37.7421,144.8851, ,1533.546326, 
Niddrie,Moonee Valley City Council,-37.7356,144.8859, ,1423.135464, 
Northcote,Darebin City Council,-37.777,144.992, ,5106.463878, 
Northcote,Darebin City Council,-37.7679,144.9994,12,614.8282098,9714.285714
Oak Park,Moreland City Council,-37.712,144.9175,6,3726.708075,5357.142857
Ormond,Glen Eira City Council,-37.9067,145.053,94,1940.298507, 
Parkville,Melbourne City Council,-37.7867,144.9572,43, , 
Pascoe Vale,Moreland City Council,-37.7215,144.9251,71,2568.027211,6863.636364
Pascoe Vale,Moreland City Council,-37.7189,144.9508, ,1412.429379, 
Port Melbourne,Melbourne City Council,-37.8368,144.9463,111,15217.3913,13333.33333
Prahran,Stonnington City Council,-37.851,145.0055, ,6415.384615, 
Preston,Darebin City Council,-37.7499,145.0031,12, , 
Preston,Darebin City Council,-37.736,145.0033,86,2080.41958,10084.74576
Reservoir,Darebin City Council,-37.7148,145.019, ,1124.430956, 
Reservoir,Darebin City Council,-37.7039,145.0226, ,1325.411335, 
Reservoir,Darebin City Council,-37.7018,145.0134, ,1921.875, 
Reservoir,Darebin City Council,-37.7093,145.0083, , , 
Reservoir,Darebin City Council,-37.7258,145.0113, ,1556.24037, 
Reservoir,Darebin City Council,-37.712,145.0205, ,1208.510638, 
Reservoir,Darebin City Council,-37.7152,144.9817,51,1214.285714,5129.310345
Richmond,Yarra City Council,-37.8191,144.9977, ,6333.333333, 
Richmond,Yarra City Council,-37.8172,145.0053, ,6686.746988, 
Richmond,Yarra City Council,-37.8119,144.9947,9,8407.079646,8050.847458
Richmond,Yarra City Council,-37.821,145.0054,25,1484.261501,12383.83838
Richmond,Yarra City Council,-37.817,144.9955, ,244.6183953, 
Richmond,Yarra City Council,-37.8162,145.006,121,6897.727273,11452.83019
South Melbourne,Port Phillip City Council,-37.8395,144.9489,121,11370.55838,13333.33333
South Melbourne,Port Phillip City Council,-37.8373,144.9527, ,8913.043478, 
South Yarra,Melbourne City Council,-37.8398,144.9945, ,88000,88000
South Yarra,Melbourne City Council,-37.8361,144.9966,21, , 
South Yarra,Melbourne City Council,-37.8361,144.9966,21, , 
St Kilda,Port Phillip City Council,-37.8585,144.983, ,510.3244838, 
St Kilda,Port Phillip City Council,-37.8723,144.9817, , , 
Strathmore,Moonee Valley City Council,-37.7199,144.9044,61,1491.712707,5912.408759
Sunshine,Brimbank City Council,-37.7966,144.8256,71,1643.356643,4947.368421
Sunshine,Brimbank City Council,-37.7866,144.8458,71,1280.42328,7642.105263
Sunshine,Brimbank City Council,-37.7918,144.8419, ,1310.344828, 
Sunshine North,Brimbank City Council,-37.7743,144.8446, ,1365.131579, 
Sunshine North,Brimbank City Council,-37.7549,144.8304, ,1290.322581, 
Sunshine West,Brimbank City Council,-37.7886,144.821,46,1340.82397,5966.666667
Templestowe Lower,Manningham City Council,-37.7586,145.1211,10,3345.19573, 
Templestowe Lower,Manningham City Council,-37.7628,145.1185, ,1657.662624, 
Thornbury,Darebin City Council,-37.7598,145.0118, ,2457.865169, 
West Footscray,Maribyrnong City Council,-37.798,144.8728,106,2743.785851,5881.147541
West Footscray,Maribyrnong City Council,-37.8088,144.8715,46, ,6103.896104
West Footscray,Maribyrnong City Council,-37.8109,144.8684,10,185.85709,6354.43038
Williamstown,Hobsons Bay City Council,-37.861,144.8985,111,4811.111111,11394.73684
Williamstown,Hobsons Bay City Council,-37.8575,144.8922,41,4263.69863,10641.02564
Williamstown,Hobsons Bay City Council,-37.8622,144.8884,12,6404.320988,9061.135371
Yarraville,Maribyrnong City Council,-37.8143,144.8883, ,4410.377358, 
Yarraville,Maribyrnong City Council,-37.8227,144.8827,81,2911.764706,8319.327731
Yarraville,Maribyrnong City Council,-37.8167,144.888, ,10106.38298, 
Albert Park,Port Phillip City Council,-37.8436,144.9558, ,9025.423729, 
Alphington,Darebin City Council,-37.7817,145.0319,54,2433.712121, 
Ascot Vale,Moonee Valley City Council,-37.7761,144.9165,101,4513.274336,10408.16327
Ascot Vale,Moonee Valley City Council,-37.7774,144.904,12,4980.861244, 
Ascot Vale,Moonee Valley City Council,-37.7715,144.9088, ,5485.436893, 
Ascot Vale,Moonee Valley City Council,-37.7721,144.9184,134,2223.320158,5172.413793
Ascot Vale,Moonee Valley City Council,-37.7831,144.9209,10, ,5660.377358
Bentleigh,Glen Eira City Council,-37.9156,145.0355,14,5338.164251, 
Bentleigh,Glen Eira City Council,-37.9284,145.0428,15,3901.197605, 
Bentleigh East,Glen Eira City Council,-37.9292,145.0689,15,2862.068966, 
Bentleigh East,Glen Eira City Council,-37.9229,145.0538, ,4734.567901, 
Bentleigh East,Glen Eira City Council,-37.9228,145.0555, ,3000, 
Bentleigh East,Glen Eira City Council,-37.9092,145.0728, ,3252.03252, 
Box Hill,Whitehorse City Council,-37.8219,145.1213, , , 
Box Hill,Whitehorse City Council,-37.8247,145.1359, ,2198.067633, 
Brighton,Bayside City Council,-37.9181,144.9933, ,7404.255319, 
Brighton,Bayside City Council,-37.8868,144.9968, ,5556.818182, 
Brighton,Bayside City Council,-37.8847,144.9972,17,315.7255616,7123.287671
Brighton,Bayside City Council,-37.8981,145,22,6993.006993,7067.137809
Brighton,Bayside City Council,-37.9043,145.0048, ,1546.391753, 
Brighton East,Bayside City Council,-37.9173,145.0142,71,2743.589744,10388.34951
Brighton East,Bayside City Council,-37.9113,145.0207, ,2734.899329, 
Brighton East,Bayside City Council,-37.9126,145.0105, ,3823.529412, 
Brighton East,Bayside City Council,-37.9212,145.013, ,2870.639535, 
Brighton East,Bayside City Council,-37.9064,145.0229,96,2738.693467,12480.91603
Brighton East,Bayside City Council,-37.9198,145.019, , , 
Brighton East,Bayside City Council,-37.9097,145.0161, ,3061.889251, 
Brighton East,Bayside City Council,-37.9287,145.0273, ,2954.237288, 
Brunswick,Moreland City Council,-37.766,144.9609, ,5424.836601, 
Brunswick,Moreland City Council,-37.7575,144.9716,71,2130.769231,7985.010089
Brunswick,Moreland City Council,-37.7698,144.9661,9,8040.983607,7007.142857
Brunswick,Moreland City Council,-37.7783,144.9635,51, ,8196.078431
Brunswick East,Moreland City Council,-37.7661,144.9742,111,4878.326996,11770.6422
Brunswick East,Moreland City Council,-37.7744,144.9733, ,8471.07438, 
Brunswick East,Moreland City Council,-37.7738,144.9733,131,7408.759124,15149.25373
Brunswick East,Moreland City Council,-37.7721,144.9719,8,321.3367609, 
Brunswick East,Moreland City Council,-37.7685,144.9724, ,341.4028554, 
Brunswick East,Moreland City Council,-37.76,144.9757, , , 
Brunswick East,Moreland City Council,-37.7667,144.9802, ,3246.575342, 
Brunswick East,Moreland City Council,-37.7755,144.9786,10, ,6214.285714
Brunswick West,Moreland City Council,-37.7572,144.9486, ,2279.569892, 
Brunswick West,Moreland City Council,-37.766,144.945,81,3641.791045,10796.46018
Brunswick West,Moreland City Council,-37.7634,144.9434, ,2948.924731, 
Brunswick West,Moreland City Council,-37.7585,144.9504,121,6508.87574,7913.669065
Bulleen,Manningham City Council,-37.7735,145.0936,66,3067.375887,9351.351351
Burwood,Monash City Council,-37.8512,145.1145, ,3210.332103,5437.5
Burwood,Monash City Council,-37.8592,145.0948, ,1987.087518, 
Carlton North,Melbourne City Council,-37.7817,144.9742,116,6699.029126,16995.07389
Carlton North,Melbourne City Council,-37.7822,144.9748, ,10840.33613,16803.43884
Carnegie,Glen Eira City Council,-37.8993,145.0531,24,4077.490775, 
Carnegie,Glen Eira City Council,-37.8924,145.0541,91,2330.097087,7692.307692
Caulfield North,Glen Eira City Council,-37.8806,145.0346, , , 
Caulfield South,Glen Eira City Council,-37.8924,145.0154, ,3773.584906, 
Caulfield South,Glen Eira City Council,-37.8989,145.0171, ,2067.41573, 
Clifton Hill,Yarra City Council,-37.7925,144.9995,131,7911.392405,13157.89474
Clifton Hill,Yarra City Council,-37.7933,144.9938,117,5987.318841,9720.588235
Clifton Hill,Yarra City Council,-37.7914,144.9967, ,7440.47619, 
Clifton Hill,Yarra City Council,-37.7906,144.9993, ,5724.137931, 
Clifton Hill,Yarra City Council,-37.7881,145.0058,51, ,10333.33333
Coburg,Darebin City Council,-37.7551,144.9787,15,181.4785161,4755.244755
Coburg,Darebin City Council,-37.7445,144.9751, ,2006.802721, 
Coburg,Darebin City Council,-37.7348,144.9509, ,1959.375, 
Coburg,Darebin City Council,-37.7462,144.9795,31,6866.666667,7243.319269
Coburg,Darebin City Council,-37.7355,144.9545, ,2278.450363, 
Coburg,Darebin City Council,-37.7485,144.9502, ,2468.152866, 
Coburg,Darebin City Council,-37.7418,144.9562, ,2519.181586, 
Coburg North,Darebin City Council,-37.7304,144.9605, ,1412.844037, 
Collingwood,Yarra City Council,-37.7975,144.9924, ,7791.666667, 
Doncaster,Manningham City Council,-37.7905,145.1433,56,1664.145234,6470.588235
Essendon,Moonee Valley City Council,-37.7526,144.9089, ,2422.145329, 
Essendon,Moonee Valley City Council,-37.7491,144.8968, ,2788.844622, 
Fairfield,Darebin City Council,-37.783,145.0165,96,2613.240418,10000
Flemington,Melbourne City Council,-37.7859,144.9323,106,3587.962963,7750
Flemington,Melbourne City Council,-37.7829,144.9247,51, ,6858.710562
Flemington,Melbourne City Council,-37.7826,144.9311,51, ,7258.064516
Footscray,Maribyrnong City Council,-37.7951,144.8901,121,3262.172285,8623.762376
Glen Huntly,Glen Eira City Council,-37.8911,145.0451,56,223.7521515,5909.090909
Glenroy,Moreland City Council,-37.6962,144.9349,71,901.2066365,7113.095238
Glenroy,Moreland City Council,-37.699,144.9421, ,1061.538462, 
Glenroy,Moreland City Council,-37.6972,144.941,61,1113.821138,7653.631285
Glenroy,Moreland City Council,-37.6995,144.905, ,1209.540034, 
Hadfield,Moreland City Council,-37.71,144.9464, ,1239.316239, 
Hampton,Bayside City Council,-37.9449,145.0167, ,5441.595442, 
Hampton,Bayside City Council,-37.9453,145.0176, ,2317.596567, 
Hampton,Bayside City Council,-37.9338,145.0143, ,2752.307692, 
Hampton,Bayside City Council,-37.9365,145.0008,14,1622.093023,9097.826087
Hughesdale,Monash City Council,-37.8919,145.0781,15,3621.621622,5238.672348
Keilor East,Brimbank City Council,-37.7346,144.8584,20,2227.272727, 
Keilor East,Brimbank City Council,-37.7475,144.852,41,1392.523364,5559.701493
Keilor East,Brimbank City Council,-37.746,144.8651,56,1338.549075,8477.477477
Keilor East,Brimbank City Council,-37.7486,144.8565, ,1351.648352, 
Kingsville,Maribyrnong City Council,-37.8082,144.8828,96,4311.594203,11333.33333
Maidstone,Maribyrnong City Council,-37.7876,144.8752, ,1396.8, 
Malvern,Stonnington City Council,-37.8654,145.0297,11,11718.75,11780.10471
Malvern,Stonnington City Council,-37.8636,145.0301, ,5555.555556, 
Malvern East,Stonnington City Council,-37.8914,145.0842, ,3265.822785, 
Malvern East,Stonnington City Council,-37.8723,145.0387,106,2841.068917,10306.12245
Melbourne,Melbourne City Council,-37.8084,144.9602,15, ,7533.333333
Moonee Ponds,Moonee Valley City Council,-37.7595,144.9255, ,6508.87574, 
Moonee Ponds,Moonee Valley City Council,-37.7589,144.9184, ,2941.176471, 
Moonee Ponds,Moonee Valley City Council,-37.7611,144.9095,91,3852.596315,7142.857143
Moonee Ponds,Moonee Valley City Council,-37.7692,144.9353, ,2862.637363, 
Murrumbeena,Glen Eira City Council,-37.8953,145.0731, ,3969.072165, 
Murrumbeena,Glen Eira City Council,-37.8892,145.0664,11,522.9110512,6258.064516
Newport,Hobsons Bay City Council,-37.8334,144.8673,11,2927.927928,5078.125
Newport,Hobsons Bay City Council,-37.8437,144.865,86,2394.736842,7947.598253
Newport,Hobsons Bay City Council,-37.8389,144.8666,4,1565.217391,7031.25
Niddrie,Moonee Valley City Council,-37.7473,144.8905, ,1581.239531, 
Northcote,Darebin City Council,-37.7751,145.0099,121,4310.344828,7777.777778
Northcote,Darebin City Council,-37.7825,145.0072,121,2502.747253, 
Northcote,Darebin City Council,-37.7827,145.0113,51, , 
Oak Park,Moreland City Council,-37.7167,144.9216, ,1917.808219, 
Oakleigh,Monash City Council,-37.8946,145.0944,51,4093.75,6298.076923
Oakleigh,Monash City Council,-37.9098,145.097,66,1910.891089,7720
Oakleigh,Monash City Council,-37.9066,145.0869, ,2114.035088, 
Ormond,Glen Eira City Council,-37.9034,145.0409,26,4824.120603,5748.502994
Ormond,Glen Eira City Council,-37.9051,145.0473, ,2404.530744, 
Parkville,Melbourne City Council,-37.7959,144.9569, ,13737.02422, 
Pascoe Vale,Moreland City Council,-37.7195,144.9456,61,1291.946309,5923.076923
Pascoe Vale,Moreland City Council,-37.7218,144.9406, ,3647.058824, 
Pascoe Vale,Moreland City Council,-37.7243,144.9473,21, ,4534.883721
Pascoe Vale,Moreland City Council,-37.7217,144.924, ,2250, 
Pascoe Vale,Moreland City Council,-37.7242,144.9424,71,2205.607477,7531.914894
Pascoe Vale,Moreland City Council,-37.7181,144.9322,51,4040.650407, 
Pascoe Vale,Moreland City Council,-37.7187,144.9433, ,1581.027668, 
Port Melbourne,Melbourne City Council,-37.841,144.9386,13,80.31848023,9426.229508
Prahran,Stonnington City Council,-37.8513,144.9943,101,226.9528501,7678.571429
Prahran,Stonnington City Council,-37.8542,145.0024,45,7638.888889,7971.014493
Prahran,Stonnington City Council,-37.8529,145.0103, , , 
Preston,Darebin City Council,-37.7386,145.0234, ,1558.704453, 
Preston,Darebin City Council,-37.7334,144.9873,81,2507.836991,6451.612903
Preston,Darebin City Council,-37.7506,144.99,86,2063.339731,7363.013699
Preston,Darebin City Council,-37.7377,144.9911, ,1986.30137, 
Preston,Darebin City Council,-37.7506,145.0185, ,3636.363636,8494.208494
Preston,Darebin City Council,-37.7353,145.0232, ,1522.38806,7285.714286
Reservoir,Darebin City Council,-37.6987,145.0203, ,1119.636964, 
Reservoir,Darebin City Council,-37.721,145.016,81,2056.085919,8615
Reservoir,Darebin City Council,-37.7194,145.0015,71,1453.720508,6965.217391
Reservoir,Darebin City Council,-37.7179,144.9908, ,1239.224138, 
Reservoir,Darebin City Council,-37.7236,144.9876, ,1340.388007, 
Reservoir,Darebin City Council,-37.6955,145.0097,12,3426.573427,5764.705882
Reservoir,Darebin City Council,-37.7068,145.0193,71,1630.727763,5401.785714
Reservoir,Darebin City Council,-37.7071,145.0108,14,2566.929134,7010.752688
Richmond,Yarra City Council,-37.825,144.9976,11,907.8947368, 
Richmond,Yarra City Council,-37.817,145.0058,121,7835.820896,16483.51648
Richmond,Yarra City Council,-37.8161,145.0037, ,11381.21547, 
Seddon,Maribyrnong City Council,-37.8026,144.8882,121,2472.118959,8312.5
Seddon,Maribyrnong City Council,-37.8077,144.8883,101,4318.181818, 
South Melbourne,Port Phillip City Council,-37.8351,144.964,17,3363.914373,14666.66667
South Melbourne,Port Phillip City Council,-37.8365,144.9497,111,8921.568627,17333.33333
South Yarra,Melbourne City Council,-37.836,144.9782,51, , 
South Yarra,Melbourne City Council,-37.837,144.9907, , , 
South Yarra,Melbourne City Council,-37.8422,144.9855, ,1078.991597, 
St Kilda,Port Phillip City Council,-37.8636,144.9749,131,2367.032967,10989.79592
St Kilda,Port Phillip City Council,-37.8658,144.9774,111,7884.848485,13412.37113
St Kilda,Port Phillip City Council,-37.8658,144.9795,131,7422.680412,12857.14286
Strathmore,Moonee Valley City Council,-37.7192,144.9045, ,1694.915254, 
Sunshine North,Brimbank City Council,-37.771,144.8389, ,1303.085299, 
Sunshine West,Brimbank City Council,-37.7912,144.7979,54,1197.552448,3722.826087
Templestowe Lower,Manningham City Council,-37.7565,145.1067, ,1467.080745, 
Templestowe Lower,Manningham City Council,-37.769,145.1108, ,1859.060403, 
Thornbury,Darebin City Council,-37.7538,144.9991,21,4458.762887, 
Thornbury,Darebin City Council,-37.7561,145.0067,51, , 
Thornbury,Darebin City Council,-37.7551,144.9916, ,3064.066852, 
Thornbury,Darebin City Council,-37.7579,145.0169, ,3523.706897, 
Thornbury,Darebin City Council,-37.7579,145,20, ,6012.048193
West Footscray,Maribyrnong City Council,-37.7916,144.8762, ,2664.670659, 
Williamstown,Hobsons Bay City Council,-37.8602,144.8997, ,2237.136465, 
Williamstown,Hobsons Bay City Council,-37.8629,144.8781,24,3841.80791,7083.333333
Williamstown,Hobsons Bay City Council,-37.8579,144.8786, ,2562.61343, 
Williamstown,Hobsons Bay City Council,-37.8589,144.8921,51, ,5961.538462
Yarraville,Maribyrnong City Council,-37.8195,144.8766,81,1986.636971,8355.189209
Yarraville,Maribyrnong City Council,-37.8228,144.8769,44,2214.606742,7089.928058
Yarraville,Maribyrnong City Council,-37.8161,144.8967,36, ,7065.217391
Yarraville,Maribyrnong City Council,-37.813,144.8703,9,4163.424125, 
Yarraville,Maribyrnong City Council,-37.8128,144.8953,46, ,5838.235294
Abbotsford,Yarra City Council,-37.8016,144.9959, , , 
Albion,Brimbank City Council,-37.7832,144.8275,51,2187.5,4772.727273
Albion,Brimbank City Council,-37.7841,144.8169, ,1004.304161, 
Albion,Brimbank City Council,-37.7798,144.8156,8,2320,4496.124031
Altona,Hobsons Bay City Council,-37.8712,144.8107,41,2041.37931,7363.18408
East Melbourne,Melbourne City Council,-37.8144,144.9896, ,858.0508475, 
Elwood,Port Phillip City Council,-37.8794,144.9804, , , 
Elwood,Port Phillip City Council,-37.8749,144.9799,62, ,9113.924051
Elwood,Port Phillip City Council,-37.8805,144.9933, ,6944.444444, 
Fitzroy,Yarra City Council,-37.7999,144.9776,121,10305.34351,12272.72727
Fitzroy,Yarra City Council,-37.8007,144.9833, , , 
Gowanbrae,Moreland City Council,-37.7071,144.8989,18,1410.25641,5823.529412
Kensington,Melbourne City Council,-37.7912,144.9318,10, ,7191.780822
North Melbourne,Melbourne City Council,-37.7987,144.9434,121,9395.652174,8820.408163
South Kingsville,Hobsons Bay City Council,-37.8287,144.8705, ,5506.756757, 
South Kingsville,Hobsons Bay City Council,-37.8288,144.8711,51, , 
Southbank,Melbourne City Council,-37.8248,144.9667,27, ,8285.714286
Spotswood,Hobsons Bay City Council,-37.8312,144.8893,121,3606.557377,9565.217391
Toorak,Stonnington City Council,-37.8454,145.0076, , , 
Williamstown North,Hobsons Bay City Council,-37.8565,144.8865,71,1831.395349,9843.75
Williamstown North,Hobsons Bay City Council,-37.8559,144.8764, ,2714.285714, 
Williamstown North,Hobsons Bay City Council,-37.857,144.8846,20,4931.506849,5106.382979
Windsor,Port Phillip City Council,-37.8573,144.9978, , , 
Balaclava,Port Phillip City Council,-37.8656,144.9919,61, ,9000
Essendon West,Moonee Valley City Council,-37.7506,144.8891, ,41352.94118, 
Kingsbury,Darebin City Council,-37.7157,145.0386,60,1876.923077,3253.333333
West Melbourne,Melbourne City Council,-37.8082,144.9451,151,10937.5, 
Albert Park,Port Phillip City Council,-37.8459,144.9574, ,9640.522876, 
Albert Park,Port Phillip City Council,-37.8473,144.955,131,13190.18405,25294.11765
Alphington,Darebin City Council,-37.771,145.0318, ,3291.666667, 
Alphington,Darebin City Council,-37.7786,145.0253, , , 
Altona North,Hobsons Bay City Council,-37.8326,144.8594,51,1511.551155,8403.669725
Altona North,Hobsons Bay City Council,-37.8367,144.8425, ,1404.494382, 
Armadale,Stonnington City Council,-37.8544,145.0164,10,906.8219634, 
Armadale,Stonnington City Council,-37.851,145.0156, ,8743.589744, 
Ascot Vale,Moonee Valley City Council,-37.781,144.9095, ,2749.077491, 
Ascot Vale,Moonee Valley City Council,-37.7808,144.9083, ,2286.245353, 
Ascot Vale,Moonee Valley City Council,-37.7721,144.9113, ,3079.178886, 
Ashwood,Monash City Council,-37.8625,145.1083,15,3787.234043,6846.153846
Avondale Heights,Moonee Valley City Council,-37.7522,144.8659,31,1981.707317,4037.267081
Bentleigh,Glen Eira City Council,-37.9166,145.0418,9,4068.047337,7087.628866
Bentleigh,Glen Eira City Council,-37.9317,145.0463, ,3693.181818, 
Bentleigh,Glen Eira City Council,-37.9317,145.0427, ,2094.462541, 
Bentleigh,Glen Eira City Council,-37.9323,145.0445,25,2953.846154, 
Bentleigh,Glen Eira City Council,-37.9179,145.0429, ,2920.623145, 
Bentleigh East,Glen Eira City Council,-37.911,145.075, ,1880, 
Bentleigh East,Glen Eira City Council,-37.9127,145.0694,13,3293.010753,6805.555556
Bentleigh East,Glen Eira City Council,-37.9167,145.077,21,3504.983389, 
Bentleigh East,Glen Eira City Council,-37.9311,145.0651, ,2072.08589, 
Bentleigh East,Glen Eira City Council,-37.9199,145.0573, ,2313.679245, 
Bentleigh East,Glen Eira City Council,-37.919,145.0803,71,2755.102041,7714.285714
Bentleigh East,Glen Eira City Council,-37.9316,145.0806, ,2647.975078, 
Box Hill,Whitehorse City Council,-37.8262,145.1301,101,2554.426705,11578.94737
Box Hill,Whitehorse City Council,-37.8265,145.1276, ,2735.340729, 
Box Hill,Whitehorse City Council,-37.8259,145.1282, ,3852.140078, 
Braybrook,Maribyrnong City Council,-37.7904,144.8514, ,1386.690647, 
Brighton,Bayside City Council,-37.9049,144.9969, ,3777.335984, 
Brighton,Bayside City Council,-37.8953,144.9974,46,8495.762712, 
Brighton,Bayside City Council,-37.9037,144.9926, ,6007.462687, 
Brighton,Bayside City Council,-37.921,144.9999,51,5000, 
Brighton East,Bayside City Council,-37.9119,145.011,135,4322.641509, 
Brighton East,Bayside City Council,-37.9291,145.0297, ,1754.143646, 
Brighton East,Bayside City Council,-37.9304,145.0151, ,2067.946824, 
Brunswick,Moreland City Council,-37.7609,144.9623,15,1360.465116,2267.44186
Brunswick,Moreland City Council,-37.775,144.9513,9, ,8962.264151
Brunswick,Moreland City Council,-37.762,144.9678, ,4769.736842, 
Brunswick East,Moreland City Council,-37.7762,144.9771, ,177.5604735, 
Brunswick East,Moreland City Council,-37.7679,144.9725, , , 
Brunswick East,Moreland City Council,-37.7724,144.9741,61,9723.076923, 
Brunswick East,Moreland City Council,-37.7761,144.975,16, ,8697.916667
Brunswick West,Moreland City Council,-37.7735,144.9445, ,2414.448669, 
Brunswick West,Moreland City Council,-37.7609,144.9416,11,6146.788991,6442.307692
Brunswick West,Moreland City Council,-37.7707,144.9488,51,1144.90161,11228.07018
Bulleen,Manningham City Council,-37.7784,145.091, ,1849.148418, 
Bulleen,Manningham City Council,-37.7618,145.0847, ,2249.291785, 
Bulleen,Manningham City Council,-37.7729,145.1022, ,1823.0563, 
Burwood,Monash City Council,-37.8518,145.1278,61,2600.286533,9260.204082
Burwood,Monash City Council,-37.8603,145.0979,71,1844.547564,8867.819297
Burwood,Monash City Council,-37.8499,145.1306,31,2258.333333, 
Carlton North,Melbourne City Council,-37.7875,144.9749, ,9667.664671, 
Carlton North,Melbourne City Council,-37.7875,144.9732, ,7673.267327, 
Carlton North,Melbourne City Council,-37.7823,144.9767,81, , 
Carnegie,Glen Eira City Council,-37.8958,145.0603,34,856.7543064,9450
Carnegie,Glen Eira City Council,-37.8912,145.0644, ,301500, 
Carnegie,Glen Eira City Council,-37.9027,145.0582, ,2376.068376, 
Carnegie,Glen Eira City Council,-37.8928,145.0531,101,2710.569106,8637.305699
Caulfield North,Glen Eira City Council,-37.8738,145.0349, ,2934.537246, 
Caulfield North,Glen Eira City Council,-37.8781,145.0235, ,2639.751553, 
Caulfield North,Glen Eira City Council,-37.8692,145.0233,51, , 
Caulfield South,Glen Eira City Council,-37.8937,145.0137,18, ,8873.239437
Caulfield South,Glen Eira City Council,-37.8899,145.023,96,4426.229508,10465.11628
Chadstone,Monash City Council,-37.886,145.096,66,2165.07177,6856.060606
Chadstone,Monash City Council,-37.8755,145.0954,13,3454.545455,7967.741935
Chadstone,Monash City Council,-37.8827,145.0942,9,3849.765258,7130.434783
Clifton Hill,Yarra City Council,-37.7938,144.989, ,3608.247423, 
Clifton Hill,Yarra City Council,-37.7936,144.9899, ,5181.34715, 
Clifton Hill,Yarra City Council,-37.7926,145.0019, ,19777.77778, 
Coburg,Darebin City Council,-37.7377,144.9584,101,2991.202346, 
Coburg,Darebin City Council,-37.7503,144.9481,111,3311.258278,8021.390374
